origen,dest,tram,mode,lines,type,time,directed,geometry
B-70-516,B-34-239,Carles III - Numància - Manuel Girona - Carles III,Bus - Bus,70 - 34,Exchange,03:36,True,"LINESTRING (2.1290592 41.3913816, 2.1294268 41.3919216, 2.1295206 41.3920277, 2.1296301 41.3920882, 2.1296181 41.3921017, 2.1295791 41.3921452, 2.1295384 41.3921872, 2.1294089 41.3923327, 2.1293923 41.3923496, 2.1293619 41.3923945, 2.1293156 41.39237, 2.1291721 41.3923357, 2.1290979 41.3923189, 2.1290716 41.392383, 2.1290038 41.3923679, 2.1288659 41.3923373, 2.128504 41.3922395, 2.1280053 41.3921108)"
B-H6-516,B-34-239,Carles III - Numància - Manuel Girona - Carles III,Bus - Bus,H6 - 34,Exchange,03:36,True,"LINESTRING (2.1290592 41.3913816, 2.1294268 41.3919216, 2.1295206 41.3920277, 2.1296301 41.3920882, 2.1296181 41.3921017, 2.1295791 41.3921452, 2.1295384 41.3921872, 2.1294089 41.3923327, 2.1293923 41.3923496, 2.1293619 41.3923945, 2.1293156 41.39237, 2.1291721 41.3923357, 2.1290979 41.3923189, 2.1290716 41.392383, 2.1290038 41.3923679, 2.1288659 41.3923373, 2.128504 41.3922395, 2.1280053 41.3921108)"
B-V3-516,B-34-239,Carles III - Numància - Manuel Girona - Carles III,Bus - Bus,V3 - 34,Exchange,03:36,True,"LINESTRING (2.1290592 41.3913816, 2.1294268 41.3919216, 2.1295206 41.3920277, 2.1296301 41.3920882, 2.1296181 41.3921017, 2.1295791 41.3921452, 2.1295384 41.3921872, 2.1294089 41.3923327, 2.1293923 41.3923496, 2.1293619 41.3923945, 2.1293156 41.39237, 2.1291721 41.3923357, 2.1290979 41.3923189, 2.1290716 41.392383, 2.1290038 41.3923679, 2.1288659 41.3923373, 2.128504 41.3922395, 2.1280053 41.3921108)"
B-34-699,B-34-239,Benet Mateu - Manuel de Falla - Manuel Girona - Carles III,Bus - Bus,34 - 34,Exchange,04:53,True,"LINESTRING (2.1262056 41.3939544, 2.1262491 41.3938603, 2.1264165 41.3934943, 2.1264371 41.3934646, 2.1266104 41.39342, 2.1266294 41.3934266, 2.1266639 41.3933713, 2.1267153 41.3932854, 2.1268402 41.3933437, 2.127418 41.3919643, 2.1280053 41.3921108, 2.128504 41.3922395)"
B-130-699,B-34-239,Benet Mateu - Manuel de Falla - Manuel Girona - Carles III,Bus - Bus,130 - 34,Exchange,04:53,True,"LINESTRING (2.1262056 41.3939544, 2.1262491 41.3938603, 2.1264165 41.3934943, 2.1264371 41.3934646, 2.1266104 41.39342, 2.1266294 41.3934266, 2.1266639 41.3933713, 2.1267153 41.3932854, 2.1268402 41.3933437, 2.127418 41.3919643, 2.1280053 41.3921108, 2.128504 41.3922395)"
B-V3-699,B-34-239,Benet Mateu - Manuel de Falla - Manuel Girona - Carles III,Bus - Bus,V3 - 34,Exchange,04:53,True,"LINESTRING (2.1262056 41.3939544, 2.1262491 41.3938603, 2.1264165 41.3934943, 2.1264371 41.3934646, 2.1266104 41.39342, 2.1266294 41.3934266, 2.1266639 41.3933713, 2.1267153 41.3932854, 2.1268402 41.3933437, 2.127418 41.3919643, 2.1280053 41.3921108, 2.128504 41.3922395)"
SB-516,B-70-239,Carles III - Numància - Manuel Girona - Carles III,Bus - Bus,IU Stop - 70,Exchange,03:36,True,"LINESTRING (2.1290592 41.3913816, 2.1294268 41.3919216, 2.1295206 41.3920277, 2.1296301 41.3920882, 2.1296181 41.3921017, 2.1295791 41.3921452, 2.1295384 41.3921872, 2.1294089 41.3923327, 2.1293923 41.3923496, 2.1293619 41.3923945, 2.1293156 41.39237, 2.1291721 41.3923357, 2.1290979 41.3923189, 2.1290716 41.392383, 2.1290038 41.3923679, 2.1288659 41.3923373, 2.128504 41.3922395, 2.1280053 41.3921108)"
SB-699,B-70-239,Benet Mateu - Manuel de Falla - Manuel Girona - Carles III,Bus - Bus,IU Stop - 70,Exchange,04:53,True,"LINESTRING (2.1262056 41.3939544, 2.1262491 41.3938603, 2.1264165 41.3934943, 2.1264371 41.3934646, 2.1266104 41.39342, 2.1266294 41.3934266, 2.1266639 41.3933713, 2.1267153 41.3932854, 2.1268402 41.3933437, 2.127418 41.3919643, 2.1280053 41.3921108, 2.128504 41.3922395)"
B-70-516,B-70-239,Carles III - Numància - Manuel Girona - Carles III,Bus - Bus,70 - 70,Exchange,03:36,True,"LINESTRING (2.1290592 41.3913816, 2.1294268 41.3919216, 2.1295206 41.3920277, 2.1296301 41.3920882, 2.1296181 41.3921017, 2.1295791 41.3921452, 2.1295384 41.3921872, 2.1294089 41.3923327, 2.1293923 41.3923496, 2.1293619 41.3923945, 2.1293156 41.39237, 2.1291721 41.3923357, 2.1290979 41.3923189, 2.1290716 41.392383, 2.1290038 41.3923679, 2.1288659 41.3923373, 2.128504 41.3922395, 2.1280053 41.3921108)"
B-H6-516,B-70-239,Carles III - Numància - Manuel Girona - Carles III,Bus - Bus,H6 - 70,Exchange,03:36,True,"LINESTRING (2.1290592 41.3913816, 2.1294268 41.3919216, 2.1295206 41.3920277, 2.1296301 41.3920882, 2.1296181 41.3921017, 2.1295791 41.3921452, 2.1295384 41.3921872, 2.1294089 41.3923327, 2.1293923 41.3923496, 2.1293619 41.3923945, 2.1293156 41.39237, 2.1291721 41.3923357, 2.1290979 41.3923189, 2.1290716 41.392383, 2.1290038 41.3923679, 2.1288659 41.3923373, 2.128504 41.3922395, 2.1280053 41.3921108)"
B-V3-516,B-70-239,Carles III - Numància - Manuel Girona - Carles III,Bus - Bus,V3 - 70,Exchange,03:36,True,"LINESTRING (2.1290592 41.3913816, 2.1294268 41.3919216, 2.1295206 41.3920277, 2.1296301 41.3920882, 2.1296181 41.3921017, 2.1295791 41.3921452, 2.1295384 41.3921872, 2.1294089 41.3923327, 2.1293923 41.3923496, 2.1293619 41.3923945, 2.1293156 41.39237, 2.1291721 41.3923357, 2.1290979 41.3923189, 2.1290716 41.392383, 2.1290038 41.3923679, 2.1288659 41.3923373, 2.128504 41.3922395, 2.1280053 41.3921108)"
B-34-699,B-70-239,Benet Mateu - Manuel de Falla - Manuel Girona - Carles III,Bus - Bus,34 - 70,Exchange,04:53,True,"LINESTRING (2.1262056 41.3939544, 2.1262491 41.3938603, 2.1264165 41.3934943, 2.1264371 41.3934646, 2.1266104 41.39342, 2.1266294 41.3934266, 2.1266639 41.3933713, 2.1267153 41.3932854, 2.1268402 41.3933437, 2.127418 41.3919643, 2.1280053 41.3921108, 2.128504 41.3922395)"
B-130-699,B-70-239,Benet Mateu - Manuel de Falla - Manuel Girona - Carles III,Bus - Bus,130 - 70,Exchange,04:53,True,"LINESTRING (2.1262056 41.3939544, 2.1262491 41.3938603, 2.1264165 41.3934943, 2.1264371 41.3934646, 2.1266104 41.39342, 2.1266294 41.3934266, 2.1266639 41.3933713, 2.1267153 41.3932854, 2.1268402 41.3933437, 2.127418 41.3919643, 2.1280053 41.3921108, 2.128504 41.3922395)"
B-V3-699,B-70-239,Benet Mateu - Manuel de Falla - Manuel Girona - Carles III,Bus - Bus,V3 - 70,Exchange,04:53,True,"LINESTRING (2.1262056 41.3939544, 2.1262491 41.3938603, 2.1264165 41.3934943, 2.1264371 41.3934646, 2.1266104 41.39342, 2.1266294 41.3934266, 2.1266639 41.3933713, 2.1267153 41.3932854, 2.1268402 41.3933437, 2.127418 41.3919643, 2.1280053 41.3921108, 2.128504 41.3922395)"
SB-516,B-H6-239,Carles III - Numància - Manuel Girona - Carles III,Bus - Bus,IU Stop - H6,Exchange,03:36,True,"LINESTRING (2.1290592 41.3913816, 2.1294268 41.3919216, 2.1295206 41.3920277, 2.1296301 41.3920882, 2.1296181 41.3921017, 2.1295791 41.3921452, 2.1295384 41.3921872, 2.1294089 41.3923327, 2.1293923 41.3923496, 2.1293619 41.3923945, 2.1293156 41.39237, 2.1291721 41.3923357, 2.1290979 41.3923189, 2.1290716 41.392383, 2.1290038 41.3923679, 2.1288659 41.3923373, 2.128504 41.3922395, 2.1280053 41.3921108)"
SB-699,B-H6-239,Benet Mateu - Manuel de Falla - Manuel Girona - Carles III,Bus - Bus,IU Stop - H6,Exchange,04:53,True,"LINESTRING (2.1262056 41.3939544, 2.1262491 41.3938603, 2.1264165 41.3934943, 2.1264371 41.3934646, 2.1266104 41.39342, 2.1266294 41.3934266, 2.1266639 41.3933713, 2.1267153 41.3932854, 2.1268402 41.3933437, 2.127418 41.3919643, 2.1280053 41.3921108, 2.128504 41.3922395)"
B-70-516,B-H6-239,Carles III - Numància - Manuel Girona - Carles III,Bus - Bus,70 - H6,Exchange,03:36,True,"LINESTRING (2.1290592 41.3913816, 2.1294268 41.3919216, 2.1295206 41.3920277, 2.1296301 41.3920882, 2.1296181 41.3921017, 2.1295791 41.3921452, 2.1295384 41.3921872, 2.1294089 41.3923327, 2.1293923 41.3923496, 2.1293619 41.3923945, 2.1293156 41.39237, 2.1291721 41.3923357, 2.1290979 41.3923189, 2.1290716 41.392383, 2.1290038 41.3923679, 2.1288659 41.3923373, 2.128504 41.3922395, 2.1280053 41.3921108)"
B-H6-516,B-H6-239,Carles III - Numància - Manuel Girona - Carles III,Bus - Bus,H6 - H6,Exchange,03:36,True,"LINESTRING (2.1290592 41.3913816, 2.1294268 41.3919216, 2.1295206 41.3920277, 2.1296301 41.3920882, 2.1296181 41.3921017, 2.1295791 41.3921452, 2.1295384 41.3921872, 2.1294089 41.3923327, 2.1293923 41.3923496, 2.1293619 41.3923945, 2.1293156 41.39237, 2.1291721 41.3923357, 2.1290979 41.3923189, 2.1290716 41.392383, 2.1290038 41.3923679, 2.1288659 41.3923373, 2.128504 41.3922395, 2.1280053 41.3921108)"
B-V3-516,B-H6-239,Carles III - Numància - Manuel Girona - Carles III,Bus - Bus,V3 - H6,Exchange,03:36,True,"LINESTRING (2.1290592 41.3913816, 2.1294268 41.3919216, 2.1295206 41.3920277, 2.1296301 41.3920882, 2.1296181 41.3921017, 2.1295791 41.3921452, 2.1295384 41.3921872, 2.1294089 41.3923327, 2.1293923 41.3923496, 2.1293619 41.3923945, 2.1293156 41.39237, 2.1291721 41.3923357, 2.1290979 41.3923189, 2.1290716 41.392383, 2.1290038 41.3923679, 2.1288659 41.3923373, 2.128504 41.3922395, 2.1280053 41.3921108)"
B-34-699,B-H6-239,Benet Mateu - Manuel de Falla - Manuel Girona - Carles III,Bus - Bus,34 - H6,Exchange,04:53,True,"LINESTRING (2.1262056 41.3939544, 2.1262491 41.3938603, 2.1264165 41.3934943, 2.1264371 41.3934646, 2.1266104 41.39342, 2.1266294 41.3934266, 2.1266639 41.3933713, 2.1267153 41.3932854, 2.1268402 41.3933437, 2.127418 41.3919643, 2.1280053 41.3921108, 2.128504 41.3922395)"
B-130-699,B-H6-239,Benet Mateu - Manuel de Falla - Manuel Girona - Carles III,Bus - Bus,130 - H6,Exchange,04:53,True,"LINESTRING (2.1262056 41.3939544, 2.1262491 41.3938603, 2.1264165 41.3934943, 2.1264371 41.3934646, 2.1266104 41.39342, 2.1266294 41.3934266, 2.1266639 41.3933713, 2.1267153 41.3932854, 2.1268402 41.3933437, 2.127418 41.3919643, 2.1280053 41.3921108, 2.128504 41.3922395)"
B-V3-699,B-H6-239,Benet Mateu - Manuel de Falla - Manuel Girona - Carles III,Bus - Bus,V3 - H6,Exchange,04:53,True,"LINESTRING (2.1262056 41.3939544, 2.1262491 41.3938603, 2.1264165 41.3934943, 2.1264371 41.3934646, 2.1266104 41.39342, 2.1266294 41.3934266, 2.1266639 41.3933713, 2.1267153 41.3932854, 2.1268402 41.3933437, 2.127418 41.3919643, 2.1280053 41.3921108, 2.128504 41.3922395)"
SB-516,B-V3-239,Carles III - Numància - Manuel Girona - Carles III,Bus - Bus,IU Stop - V3,Exchange,03:36,True,"LINESTRING (2.1290592 41.3913816, 2.1294268 41.3919216, 2.1295206 41.3920277, 2.1296301 41.3920882, 2.1296181 41.3921017, 2.1295791 41.3921452, 2.1295384 41.3921872, 2.1294089 41.3923327, 2.1293923 41.3923496, 2.1293619 41.3923945, 2.1293156 41.39237, 2.1291721 41.3923357, 2.1290979 41.3923189, 2.1290716 41.392383, 2.1290038 41.3923679, 2.1288659 41.3923373, 2.128504 41.3922395, 2.1280053 41.3921108)"
SB-699,B-V3-239,Benet Mateu - Manuel de Falla - Manuel Girona - Carles III,Bus - Bus,IU Stop - V3,Exchange,04:53,True,"LINESTRING (2.1262056 41.3939544, 2.1262491 41.3938603, 2.1264165 41.3934943, 2.1264371 41.3934646, 2.1266104 41.39342, 2.1266294 41.3934266, 2.1266639 41.3933713, 2.1267153 41.3932854, 2.1268402 41.3933437, 2.127418 41.3919643, 2.1280053 41.3921108, 2.128504 41.3922395)"
B-70-516,B-V3-239,Carles III - Numància - Manuel Girona - Carles III,Bus - Bus,70 - V3,Exchange,03:36,True,"LINESTRING (2.1290592 41.3913816, 2.1294268 41.3919216, 2.1295206 41.3920277, 2.1296301 41.3920882, 2.1296181 41.3921017, 2.1295791 41.3921452, 2.1295384 41.3921872, 2.1294089 41.3923327, 2.1293923 41.3923496, 2.1293619 41.3923945, 2.1293156 41.39237, 2.1291721 41.3923357, 2.1290979 41.3923189, 2.1290716 41.392383, 2.1290038 41.3923679, 2.1288659 41.3923373, 2.128504 41.3922395, 2.1280053 41.3921108)"
B-H6-516,B-V3-239,Carles III - Numància - Manuel Girona - Carles III,Bus - Bus,H6 - V3,Exchange,03:36,True,"LINESTRING (2.1290592 41.3913816, 2.1294268 41.3919216, 2.1295206 41.3920277, 2.1296301 41.3920882, 2.1296181 41.3921017, 2.1295791 41.3921452, 2.1295384 41.3921872, 2.1294089 41.3923327, 2.1293923 41.3923496, 2.1293619 41.3923945, 2.1293156 41.39237, 2.1291721 41.3923357, 2.1290979 41.3923189, 2.1290716 41.392383, 2.1290038 41.3923679, 2.1288659 41.3923373, 2.128504 41.3922395, 2.1280053 41.3921108)"
B-V3-516,B-V3-239,Carles III - Numància - Manuel Girona - Carles III,Bus - Bus,V3 - V3,Exchange,03:36,True,"LINESTRING (2.1290592 41.3913816, 2.1294268 41.3919216, 2.1295206 41.3920277, 2.1296301 41.3920882, 2.1296181 41.3921017, 2.1295791 41.3921452, 2.1295384 41.3921872, 2.1294089 41.3923327, 2.1293923 41.3923496, 2.1293619 41.3923945, 2.1293156 41.39237, 2.1291721 41.3923357, 2.1290979 41.3923189, 2.1290716 41.392383, 2.1290038 41.3923679, 2.1288659 41.3923373, 2.128504 41.3922395, 2.1280053 41.3921108)"
B-34-699,B-V3-239,Benet Mateu - Manuel de Falla - Manuel Girona - Carles III,Bus - Bus,34 - V3,Exchange,04:53,True,"LINESTRING (2.1262056 41.3939544, 2.1262491 41.3938603, 2.1264165 41.3934943, 2.1264371 41.3934646, 2.1266104 41.39342, 2.1266294 41.3934266, 2.1266639 41.3933713, 2.1267153 41.3932854, 2.1268402 41.3933437, 2.127418 41.3919643, 2.1280053 41.3921108, 2.128504 41.3922395)"
B-130-699,B-V3-239,Benet Mateu - Manuel de Falla - Manuel Girona - Carles III,Bus - Bus,130 - V3,Exchange,04:53,True,"LINESTRING (2.1262056 41.3939544, 2.1262491 41.3938603, 2.1264165 41.3934943, 2.1264371 41.3934646, 2.1266104 41.39342, 2.1266294 41.3934266, 2.1266639 41.3933713, 2.1267153 41.3932854, 2.1268402 41.3933437, 2.127418 41.3919643, 2.1280053 41.3921108, 2.128504 41.3922395)"
B-V3-699,B-V3-239,Benet Mateu - Manuel de Falla - Manuel Girona - Carles III,Bus - Bus,V3 - V3,Exchange,04:53,True,"LINESTRING (2.1262056 41.3939544, 2.1262491 41.3938603, 2.1264165 41.3934943, 2.1264371 41.3934646, 2.1266104 41.39342, 2.1266294 41.3934266, 2.1266639 41.3933713, 2.1267153 41.3932854, 2.1268402 41.3933437, 2.127418 41.3919643, 2.1280053 41.3921108, 2.128504 41.3922395)"
SB-307,B-19-243,Av Gaudí - Av Gaudí - Castillejos,Bus - Bus,IU Stop - 19,Exchange,04:24,True,"LINESTRING (2.1753357 41.4101359, 2.1753035 41.410112, 2.1746964 41.4096631, 2.1746419 41.4097052, 2.174593 41.4097412, 2.1745628 41.4097639, 2.1744804 41.4097518, 2.1744346 41.4097509, 2.1744152 41.4097509, 2.1743654 41.4097504, 2.1743046 41.40975, 2.1742859 41.4097496, 2.174236 41.4097498, 2.1742164 41.4097348, 2.1735076 41.4102656, 2.1734883 41.4102824, 2.1734958 41.4104664, 2.1735087 41.4104764, 2.1734463 41.4105228, 2.1733839 41.4105687, 2.1739671 41.4110037)"
SB-635,B-19-243,Dos de Maig - Sant Antoni Maria Claret - Av Gaudí - Castillejos,Bus - Bus,IU Stop - 19,Exchange,04:50,True,"LINESTRING (2.1763322 41.4113094, 2.1761115 41.4114654, 2.1757649 41.4117241, 2.1756148 41.4118323, 2.1755958 41.4118469, 2.1753534 41.4118504, 2.17528 41.4117971, 2.175264 41.411808, 2.1752563 41.411814, 2.1751083 41.4117128, 2.1749562 41.4116045, 2.1749114 41.4116373, 2.1746765 41.4114618, 2.1745785 41.4113887, 2.1745364 41.4113572, 2.1743418 41.4111937, 2.1742534 41.411129, 2.1740232 41.41096, 2.1739671 41.4110037, 2.1733839 41.4105687)"
B-19-307,B-19-243,Av Gaudí - Av Gaudí - Castillejos,Bus - Bus,19 - 19,Exchange,04:24,True,"LINESTRING (2.1753357 41.4101359, 2.1753035 41.410112, 2.1746964 41.4096631, 2.1746419 41.4097052, 2.174593 41.4097412, 2.1745628 41.4097639, 2.1744804 41.4097518, 2.1744346 41.4097509, 2.1744152 41.4097509, 2.1743654 41.4097504, 2.1743046 41.40975, 2.1742859 41.4097496, 2.174236 41.4097498, 2.1742164 41.4097348, 2.1735076 41.4102656, 2.1734883 41.4102824, 2.1734958 41.4104664, 2.1735087 41.4104764, 2.1734463 41.4105228, 2.1733839 41.4105687, 2.1739671 41.4110037)"
B-47-307,B-19-243,Av Gaudí - Av Gaudí - Castillejos,Bus - Bus,47 - 19,Exchange,04:24,True,"LINESTRING (2.1753357 41.4101359, 2.1753035 41.410112, 2.1746964 41.4096631, 2.1746419 41.4097052, 2.174593 41.4097412, 2.1745628 41.4097639, 2.1744804 41.4097518, 2.1744346 41.4097509, 2.1744152 41.4097509, 2.1743654 41.4097504, 2.1743046 41.40975, 2.1742859 41.4097496, 2.174236 41.4097498, 2.1742164 41.4097348, 2.1735076 41.4102656, 2.1734883 41.4102824, 2.1734958 41.4104664, 2.1735087 41.4104764, 2.1734463 41.4105228, 2.1733839 41.4105687, 2.1739671 41.4110037)"
B-H8-307,B-19-243,Av Gaudí - Av Gaudí - Castillejos,Bus - Bus,H8 - 19,Exchange,04:24,True,"LINESTRING (2.1753357 41.4101359, 2.1753035 41.410112, 2.1746964 41.4096631, 2.1746419 41.4097052, 2.174593 41.4097412, 2.1745628 41.4097639, 2.1744804 41.4097518, 2.1744346 41.4097509, 2.1744152 41.4097509, 2.1743654 41.4097504, 2.1743046 41.40975, 2.1742859 41.4097496, 2.174236 41.4097498, 2.1742164 41.4097348, 2.1735076 41.4102656, 2.1734883 41.4102824, 2.1734958 41.4104664, 2.1735087 41.4104764, 2.1734463 41.4105228, 2.1733839 41.4105687, 2.1739671 41.4110037)"
B-117-635,B-19-243,Dos de Maig - Sant Antoni Maria Claret - Av Gaudí - Castillejos,Bus - Bus,117 - 19,Exchange,04:50,True,"LINESTRING (2.1763322 41.4113094, 2.1761115 41.4114654, 2.1757649 41.4117241, 2.1756148 41.4118323, 2.1755958 41.4118469, 2.1753534 41.4118504, 2.17528 41.4117971, 2.175264 41.411808, 2.1752563 41.411814, 2.1751083 41.4117128, 2.1749562 41.4116045, 2.1749114 41.4116373, 2.1746765 41.4114618, 2.1745785 41.4113887, 2.1745364 41.4113572, 2.1743418 41.4111937, 2.1742534 41.411129, 2.1740232 41.41096, 2.1739671 41.4110037, 2.1733839 41.4105687)"
B-V23-635,B-19-243,Dos de Maig - Sant Antoni Maria Claret - Av Gaudí - Castillejos,Bus - Bus,V23 - 19,Exchange,04:50,True,"LINESTRING (2.1763322 41.4113094, 2.1761115 41.4114654, 2.1757649 41.4117241, 2.1756148 41.4118323, 2.1755958 41.4118469, 2.1753534 41.4118504, 2.17528 41.4117971, 2.175264 41.411808, 2.1752563 41.411814, 2.1751083 41.4117128, 2.1749562 41.4116045, 2.1749114 41.4116373, 2.1746765 41.4114618, 2.1745785 41.4113887, 2.1745364 41.4113572, 2.1743418 41.4111937, 2.1742534 41.411129, 2.1740232 41.41096, 2.1739671 41.4110037, 2.1733839 41.4105687)"
B-D50-635,B-19-243,Dos de Maig - Sant Antoni Maria Claret - Av Gaudí - Castillejos,Bus - Bus,D50 - 19,Exchange,04:50,True,"LINESTRING (2.1763322 41.4113094, 2.1761115 41.4114654, 2.1757649 41.4117241, 2.1756148 41.4118323, 2.1755958 41.4118469, 2.1753534 41.4118504, 2.17528 41.4117971, 2.175264 41.411808, 2.1752563 41.411814, 2.1751083 41.4117128, 2.1749562 41.4116045, 2.1749114 41.4116373, 2.1746765 41.4114618, 2.1745785 41.4113887, 2.1745364 41.4113572, 2.1743418 41.4111937, 2.1742534 41.411129, 2.1740232 41.41096, 2.1739671 41.4110037, 2.1733839 41.4105687)"
SB-307,B-47-243,Av Gaudí - Av Gaudí - Castillejos,Bus - Bus,IU Stop - 47,Exchange,04:24,True,"LINESTRING (2.1753357 41.4101359, 2.1753035 41.410112, 2.1746964 41.4096631, 2.1746419 41.4097052, 2.174593 41.4097412, 2.1745628 41.4097639, 2.1744804 41.4097518, 2.1744346 41.4097509, 2.1744152 41.4097509, 2.1743654 41.4097504, 2.1743046 41.40975, 2.1742859 41.4097496, 2.174236 41.4097498, 2.1742164 41.4097348, 2.1735076 41.4102656, 2.1734883 41.4102824, 2.1734958 41.4104664, 2.1735087 41.4104764, 2.1734463 41.4105228, 2.1733839 41.4105687, 2.1739671 41.4110037)"
SB-635,B-47-243,Dos de Maig - Sant Antoni Maria Claret - Av Gaudí - Castillejos,Bus - Bus,IU Stop - 47,Exchange,04:50,True,"LINESTRING (2.1763322 41.4113094, 2.1761115 41.4114654, 2.1757649 41.4117241, 2.1756148 41.4118323, 2.1755958 41.4118469, 2.1753534 41.4118504, 2.17528 41.4117971, 2.175264 41.411808, 2.1752563 41.411814, 2.1751083 41.4117128, 2.1749562 41.4116045, 2.1749114 41.4116373, 2.1746765 41.4114618, 2.1745785 41.4113887, 2.1745364 41.4113572, 2.1743418 41.4111937, 2.1742534 41.411129, 2.1740232 41.41096, 2.1739671 41.4110037, 2.1733839 41.4105687)"
B-19-307,B-47-243,Av Gaudí - Av Gaudí - Castillejos,Bus - Bus,19 - 47,Exchange,04:24,True,"LINESTRING (2.1753357 41.4101359, 2.1753035 41.410112, 2.1746964 41.4096631, 2.1746419 41.4097052, 2.174593 41.4097412, 2.1745628 41.4097639, 2.1744804 41.4097518, 2.1744346 41.4097509, 2.1744152 41.4097509, 2.1743654 41.4097504, 2.1743046 41.40975, 2.1742859 41.4097496, 2.174236 41.4097498, 2.1742164 41.4097348, 2.1735076 41.4102656, 2.1734883 41.4102824, 2.1734958 41.4104664, 2.1735087 41.4104764, 2.1734463 41.4105228, 2.1733839 41.4105687, 2.1739671 41.4110037)"
B-47-307,B-47-243,Av Gaudí - Av Gaudí - Castillejos,Bus - Bus,47 - 47,Exchange,04:24,True,"LINESTRING (2.1753357 41.4101359, 2.1753035 41.410112, 2.1746964 41.4096631, 2.1746419 41.4097052, 2.174593 41.4097412, 2.1745628 41.4097639, 2.1744804 41.4097518, 2.1744346 41.4097509, 2.1744152 41.4097509, 2.1743654 41.4097504, 2.1743046 41.40975, 2.1742859 41.4097496, 2.174236 41.4097498, 2.1742164 41.4097348, 2.1735076 41.4102656, 2.1734883 41.4102824, 2.1734958 41.4104664, 2.1735087 41.4104764, 2.1734463 41.4105228, 2.1733839 41.4105687, 2.1739671 41.4110037)"
B-H8-307,B-47-243,Av Gaudí - Av Gaudí - Castillejos,Bus - Bus,H8 - 47,Exchange,04:24,True,"LINESTRING (2.1753357 41.4101359, 2.1753035 41.410112, 2.1746964 41.4096631, 2.1746419 41.4097052, 2.174593 41.4097412, 2.1745628 41.4097639, 2.1744804 41.4097518, 2.1744346 41.4097509, 2.1744152 41.4097509, 2.1743654 41.4097504, 2.1743046 41.40975, 2.1742859 41.4097496, 2.174236 41.4097498, 2.1742164 41.4097348, 2.1735076 41.4102656, 2.1734883 41.4102824, 2.1734958 41.4104664, 2.1735087 41.4104764, 2.1734463 41.4105228, 2.1733839 41.4105687, 2.1739671 41.4110037)"
B-117-635,B-47-243,Dos de Maig - Sant Antoni Maria Claret - Av Gaudí - Castillejos,Bus - Bus,117 - 47,Exchange,04:50,True,"LINESTRING (2.1763322 41.4113094, 2.1761115 41.4114654, 2.1757649 41.4117241, 2.1756148 41.4118323, 2.1755958 41.4118469, 2.1753534 41.4118504, 2.17528 41.4117971, 2.175264 41.411808, 2.1752563 41.411814, 2.1751083 41.4117128, 2.1749562 41.4116045, 2.1749114 41.4116373, 2.1746765 41.4114618, 2.1745785 41.4113887, 2.1745364 41.4113572, 2.1743418 41.4111937, 2.1742534 41.411129, 2.1740232 41.41096, 2.1739671 41.4110037, 2.1733839 41.4105687)"
