origen,dest,tram,mode,lines,type,time,directed,geometry
B-63-494,B-M14-237,Diagonal - Gandesa - Diagonal - Pl Reina Maria Cristina,Bus - Bus,63 - M14,Exchange,02:56,True,"LINESTRING (2.1299421 41.3885697, 2.129918 41.3886159, 2.1298885 41.3886401, 2.1298426 41.388654, 2.1297878 41.3886608, 2.1297452 41.3886534, 2.1284812 41.3883214, 2.1284643 41.388366, 2.1283815 41.3883444, 2.1283494 41.3884197, 2.1283384 41.3884473, 2.1282873 41.3885701, 2.1282472 41.388661, 2.1282275 41.3886556, 2.1282048 41.3886593, 2.1281778 41.3886664, 2.1281477 41.3886823, 2.1281353 41.3887034, 2.1280638 41.3886885, 2.1279625 41.3886591, 2.1279702 41.3886406, 2.1279812 41.3886147, 2.1279766 41.3886002, 2.127967 41.3885904, 2.1279392 41.3885822, 2.1271128 41.3883706, 2.1270972 41.3883706, 2.1270842 41.3883769, 2.1270731 41.3883858, 2.127058 41.388422)"
B-67-494,B-M14-237,Diagonal - Gandesa - Diagonal - Pl Reina Maria Cristina,Bus - Bus,67 - M14,Exchange,02:56,True,"LINESTRING (2.1299421 41.3885697, 2.129918 41.3886159, 2.1298885 41.3886401, 2.1298426 41.388654, 2.1297878 41.3886608, 2.1297452 41.3886534, 2.1284812 41.3883214, 2.1284643 41.388366, 2.1283815 41.3883444, 2.1283494 41.3884197, 2.1283384 41.3884473, 2.1282873 41.3885701, 2.1282472 41.388661, 2.1282275 41.3886556, 2.1282048 41.3886593, 2.1281778 41.3886664, 2.1281477 41.3886823, 2.1281353 41.3887034, 2.1280638 41.3886885, 2.1279625 41.3886591, 2.1279702 41.3886406, 2.1279812 41.3886147, 2.1279766 41.3886002, 2.127967 41.3885904, 2.1279392 41.3885822, 2.1271128 41.3883706, 2.1270972 41.3883706, 2.1270842 41.3883769, 2.1270731 41.3883858, 2.127058 41.388422)"
B-78-494,B-M14-237,Diagonal - Gandesa - Diagonal - Pl Reina Maria Cristina,Bus - Bus,78 - M14,Exchange,02:56,True,"LINESTRING (2.1299421 41.3885697, 2.129918 41.3886159, 2.1298885 41.3886401, 2.1298426 41.388654, 2.1297878 41.3886608, 2.1297452 41.3886534, 2.1284812 41.3883214, 2.1284643 41.388366, 2.1283815 41.3883444, 2.1283494 41.3884197, 2.1283384 41.3884473, 2.1282873 41.3885701, 2.1282472 41.388661, 2.1282275 41.3886556, 2.1282048 41.3886593, 2.1281778 41.3886664, 2.1281477 41.3886823, 2.1281353 41.3887034, 2.1280638 41.3886885, 2.1279625 41.3886591, 2.1279702 41.3886406, 2.1279812 41.3886147, 2.1279766 41.3886002, 2.127967 41.3885904, 2.1279392 41.3885822, 2.1271128 41.3883706, 2.1270972 41.3883706, 2.1270842 41.3883769, 2.1270731 41.3883858, 2.127058 41.388422)"
SB-481,B-175-237,Maria Cristina - Carles III - Diagonal - Pl Reina Maria Cristina,Bus - Bus,IU Stop - 175,Exchange,02:24,True,"LINESTRING (2.1282336 41.3897971, 2.1281279 41.3895492, 2.1280618 41.3893648, 2.127997 41.3891889, 2.1279881 41.3891617, 2.1280343 41.3890202, 2.1280005 41.389012, 2.1279426 41.3889974, 2.1279846 41.3888707, 2.1280391 41.3887394, 2.1279387 41.3887109, 2.1279625 41.3886591, 2.1279702 41.3886406, 2.1279812 41.3886147, 2.1279766 41.3886002, 2.127967 41.3885904, 2.1279392 41.3885822, 2.1271128 41.3883706, 2.1270972 41.3883706, 2.1270842 41.3883769, 2.1270731 41.3883858, 2.127058 41.388422)"
SB-491,B-175-237,Diagonal - Joan Güell - Diagonal - Pl Reina Maria Cristina,Bus - Bus,IU Stop - 175,Exchange,02:47,True,"LINESTRING (2.1275657 41.3878543, 2.1275741 41.3878816, 2.1275944 41.3878953, 2.127663 41.3879147, 2.1282391 41.3880613, 2.128258 41.3880642, 2.1282732 41.3880566, 2.1282841 41.3880416, 2.1283015 41.3880672, 2.1283286 41.3880999, 2.1282826 41.388122, 2.1282308 41.3881412, 2.128251 41.38817, 2.1282557 41.3882204, 2.128251 41.3882479, 2.128242 41.3882723, 2.1282297 41.3883082, 2.1281989 41.3883816, 2.128193 41.3883958, 2.1281879 41.388409, 2.12814 41.3885322, 2.1281168 41.3885797, 2.1280763 41.3886628, 2.1280638 41.3886885, 2.1279625 41.3886591, 2.1279702 41.3886406, 2.1279812 41.3886147, 2.1279766 41.3886002, 2.127967 41.3885904, 2.1279392 41.3885822, 2.1271128 41.3883706, 2.1270972 41.3883706, 2.1270842 41.3883769, 2.1270731 41.3883858, 2.127058 41.388422)"
SB-493,B-175-237,Diagonal - Gran Via Carles III - Diagonal - Pl Reina Maria Cristina,Bus - Bus,IU Stop - 175,Exchange,03:50,True,"LINESTRING (2.1252473 41.3875125, 2.1257413 41.3876364, 2.1259736 41.3876964, 2.1268832 41.3879268, 2.1268641 41.387968, 2.1268328 41.3880362, 2.1268206 41.388063, 2.1267655 41.3881832, 2.1267268 41.3882745, 2.1268375 41.388305, 2.1268598 41.3883235, 2.1268741 41.388338, 2.1268812 41.3883593, 2.1268805 41.3883794, 2.1269556 41.3883972, 2.127058 41.388422, 2.1270731 41.3883858, 2.1270842 41.3883769, 2.1270972 41.3883706, 2.1271128 41.3883706, 2.1279392 41.3885822, 2.127967 41.3885904, 2.1279766 41.3886002, 2.1279812 41.3886147, 2.1279702 41.3886406, 2.1279625 41.3886591)"
SB-494,B-175-237,Diagonal - Gandesa - Diagonal - Pl Reina Maria Cristina,Bus - Bus,IU Stop - 175,Exchange,02:56,True,"LINESTRING (2.1299421 41.3885697, 2.129918 41.3886159, 2.1298885 41.3886401, 2.1298426 41.388654, 2.1297878 41.3886608, 2.1297452 41.3886534, 2.1284812 41.3883214, 2.1284643 41.388366, 2.1283815 41.3883444, 2.1283494 41.3884197, 2.1283384 41.3884473, 2.1282873 41.3885701, 2.1282472 41.388661, 2.1282275 41.3886556, 2.1282048 41.3886593, 2.1281778 41.3886664, 2.1281477 41.3886823, 2.1281353 41.3887034, 2.1280638 41.3886885, 2.1279625 41.3886591, 2.1279702 41.3886406, 2.1279812 41.3886147, 2.1279766 41.3886002, 2.127967 41.3885904, 2.1279392 41.3885822, 2.1271128 41.3883706, 2.1270972 41.3883706, 2.1270842 41.3883769, 2.1270731 41.3883858, 2.127058 41.388422)"
B-70-481,B-175-237,Maria Cristina - Carles III - Diagonal - Pl Reina Maria Cristina,Bus - Bus,70 - 175,Exchange,02:24,True,"LINESTRING (2.1282336 41.3897971, 2.1281279 41.3895492, 2.1280618 41.3893648, 2.127997 41.3891889, 2.1279881 41.3891617, 2.1280343 41.3890202, 2.1280005 41.389012, 2.1279426 41.3889974, 2.1279846 41.3888707, 2.1280391 41.3887394, 2.1279387 41.3887109, 2.1279625 41.3886591, 2.1279702 41.3886406, 2.1279812 41.3886147, 2.1279766 41.3886002, 2.127967 41.3885904, 2.1279392 41.3885822, 2.1271128 41.3883706, 2.1270972 41.3883706, 2.1270842 41.3883769, 2.1270731 41.3883858, 2.127058 41.388422)"
B-H6-481,B-175-237,Maria Cristina - Carles III - Diagonal - Pl Reina Maria Cristina,Bus - Bus,H6 - 175,Exchange,02:24,True,"LINESTRING (2.1282336 41.3897971, 2.1281279 41.3895492, 2.1280618 41.3893648, 2.127997 41.3891889, 2.1279881 41.3891617, 2.1280343 41.3890202, 2.1280005 41.389012, 2.1279426 41.3889974, 2.1279846 41.3888707, 2.1280391 41.3887394, 2.1279387 41.3887109, 2.1279625 41.3886591, 2.1279702 41.3886406, 2.1279812 41.3886147, 2.1279766 41.3886002, 2.127967 41.3885904, 2.1279392 41.3885822, 2.1271128 41.3883706, 2.1270972 41.3883706, 2.1270842 41.3883769, 2.1270731 41.3883858, 2.127058 41.388422)"
B-V3-481,B-175-237,Maria Cristina - Carles III - Diagonal - Pl Reina Maria Cristina,Bus - Bus,V3 - 175,Exchange,02:24,True,"LINESTRING (2.1282336 41.3897971, 2.1281279 41.3895492, 2.1280618 41.3893648, 2.127997 41.3891889, 2.1279881 41.3891617, 2.1280343 41.3890202, 2.1280005 41.389012, 2.1279426 41.3889974, 2.1279846 41.3888707, 2.1280391 41.3887394, 2.1279387 41.3887109, 2.1279625 41.3886591, 2.1279702 41.3886406, 2.1279812 41.3886147, 2.1279766 41.3886002, 2.127967 41.3885904, 2.1279392 41.3885822, 2.1271128 41.3883706, 2.1270972 41.3883706, 2.1270842 41.3883769, 2.1270731 41.3883858, 2.127058 41.388422)"
B-70-491,B-175-237,Diagonal - Joan Güell - Diagonal - Pl Reina Maria Cristina,Bus - Bus,70 - 175,Exchange,02:47,True,"LINESTRING (2.1275657 41.3878543, 2.1275741 41.3878816, 2.1275944 41.3878953, 2.127663 41.3879147, 2.1282391 41.3880613, 2.128258 41.3880642, 2.1282732 41.3880566, 2.1282841 41.3880416, 2.1283015 41.3880672, 2.1283286 41.3880999, 2.1282826 41.388122, 2.1282308 41.3881412, 2.128251 41.38817, 2.1282557 41.3882204, 2.128251 41.3882479, 2.128242 41.3882723, 2.1282297 41.3883082, 2.1281989 41.3883816, 2.128193 41.3883958, 2.1281879 41.388409, 2.12814 41.3885322, 2.1281168 41.3885797, 2.1280763 41.3886628, 2.1280638 41.3886885, 2.1279625 41.3886591, 2.1279702 41.3886406, 2.1279812 41.3886147, 2.1279766 41.3886002, 2.127967 41.3885904, 2.1279392 41.3885822, 2.1271128 41.3883706, 2.1270972 41.3883706, 2.1270842 41.3883769, 2.1270731 41.3883858, 2.127058 41.388422)"
B-V3-491,B-175-237,Diagonal - Joan Güell - Diagonal - Pl Reina Maria Cristina,Bus - Bus,V3 - 175,Exchange,02:47,True,"LINESTRING (2.1275657 41.3878543, 2.1275741 41.3878816, 2.1275944 41.3878953, 2.127663 41.3879147, 2.1282391 41.3880613, 2.128258 41.3880642, 2.1282732 41.3880566, 2.1282841 41.3880416, 2.1283015 41.3880672, 2.1283286 41.3880999, 2.1282826 41.388122, 2.1282308 41.3881412, 2.128251 41.38817, 2.1282557 41.3882204, 2.128251 41.3882479, 2.128242 41.3882723, 2.1282297 41.3883082, 2.1281989 41.3883816, 2.128193 41.3883958, 2.1281879 41.388409, 2.12814 41.3885322, 2.1281168 41.3885797, 2.1280763 41.3886628, 2.1280638 41.3886885, 2.1279625 41.3886591, 2.1279702 41.3886406, 2.1279812 41.3886147, 2.1279766 41.3886002, 2.127967 41.3885904, 2.1279392 41.3885822, 2.1271128 41.3883706, 2.1270972 41.3883706, 2.1270842 41.3883769, 2.1270731 41.3883858, 2.127058 41.388422)"
B-7-493,B-175-237,Diagonal - Gran Via Carles III - Diagonal - Pl Reina Maria Cristina,Bus - Bus,7 - 175,Exchange,03:50,True,"LINESTRING (2.1252473 41.3875125, 2.1257413 41.3876364, 2.1259736 41.3876964, 2.1268832 41.3879268, 2.1268641 41.387968, 2.1268328 41.3880362, 2.1268206 41.388063, 2.1267655 41.3881832, 2.1267268 41.3882745, 2.1268375 41.388305, 2.1268598 41.3883235, 2.1268741 41.388338, 2.1268812 41.3883593, 2.1268805 41.3883794, 2.1269556 41.3883972, 2.127058 41.388422, 2.1270731 41.3883858, 2.1270842 41.3883769, 2.1270972 41.3883706, 2.1271128 41.3883706, 2.1279392 41.3885822, 2.127967 41.3885904, 2.1279766 41.3886002, 2.1279812 41.3886147, 2.1279702 41.3886406, 2.1279625 41.3886591)"
B-33-493,B-175-237,Diagonal - Gran Via Carles III - Diagonal - Pl Reina Maria Cristina,Bus - Bus,33 - 175,Exchange,03:50,True,"LINESTRING (2.1252473 41.3875125, 2.1257413 41.3876364, 2.1259736 41.3876964, 2.1268832 41.3879268, 2.1268641 41.387968, 2.1268328 41.3880362, 2.1268206 41.388063, 2.1267655 41.3881832, 2.1267268 41.3882745, 2.1268375 41.388305, 2.1268598 41.3883235, 2.1268741 41.388338, 2.1268812 41.3883593, 2.1268805 41.3883794, 2.1269556 41.3883972, 2.127058 41.388422, 2.1270731 41.3883858, 2.1270842 41.3883769, 2.1270972 41.3883706, 2.1271128 41.3883706, 2.1279392 41.3885822, 2.127967 41.3885904, 2.1279766 41.3886002, 2.1279812 41.3886147, 2.1279702 41.3886406, 2.1279625 41.3886591)"
B-63-493,B-175-237,Diagonal - Gran Via Carles III - Diagonal - Pl Reina Maria Cristina,Bus - Bus,63 - 175,Exchange,03:50,True,"LINESTRING (2.1252473 41.3875125, 2.1257413 41.3876364, 2.1259736 41.3876964, 2.1268832 41.3879268, 2.1268641 41.387968, 2.1268328 41.3880362, 2.1268206 41.388063, 2.1267655 41.3881832, 2.1267268 41.3882745, 2.1268375 41.388305, 2.1268598 41.3883235, 2.1268741 41.388338, 2.1268812 41.3883593, 2.1268805 41.3883794, 2.1269556 41.3883972, 2.127058 41.388422, 2.1270731 41.3883858, 2.1270842 41.3883769, 2.1270972 41.3883706, 2.1271128 41.3883706, 2.1279392 41.3885822, 2.127967 41.3885904, 2.1279766 41.3886002, 2.1279812 41.3886147, 2.1279702 41.3886406, 2.1279625 41.3886591)"
B-67-493,B-175-237,Diagonal - Gran Via Carles III - Diagonal - Pl Reina Maria Cristina,Bus - Bus,67 - 175,Exchange,03:50,True,"LINESTRING (2.1252473 41.3875125, 2.1257413 41.3876364, 2.1259736 41.3876964, 2.1268832 41.3879268, 2.1268641 41.387968, 2.1268328 41.3880362, 2.1268206 41.388063, 2.1267655 41.3881832, 2.1267268 41.3882745, 2.1268375 41.388305, 2.1268598 41.3883235, 2.1268741 41.388338, 2.1268812 41.3883593, 2.1268805 41.3883794, 2.1269556 41.3883972, 2.127058 41.388422, 2.1270731 41.3883858, 2.1270842 41.3883769, 2.1270972 41.3883706, 2.1271128 41.3883706, 2.1279392 41.3885822, 2.127967 41.3885904, 2.1279766 41.3886002, 2.1279812 41.3886147, 2.1279702 41.3886406, 2.1279625 41.3886591)"
B-78-493,B-175-237,Diagonal - Gran Via Carles III - Diagonal - Pl Reina Maria Cristina,Bus - Bus,78 - 175,Exchange,03:50,True,"LINESTRING (2.1252473 41.3875125, 2.1257413 41.3876364, 2.1259736 41.3876964, 2.1268832 41.3879268, 2.1268641 41.387968, 2.1268328 41.3880362, 2.1268206 41.388063, 2.1267655 41.3881832, 2.1267268 41.3882745, 2.1268375 41.388305, 2.1268598 41.3883235, 2.1268741 41.388338, 2.1268812 41.3883593, 2.1268805 41.3883794, 2.1269556 41.3883972, 2.127058 41.388422, 2.1270731 41.3883858, 2.1270842 41.3883769, 2.1270972 41.3883706, 2.1271128 41.3883706, 2.1279392 41.3885822, 2.127967 41.3885904, 2.1279766 41.3886002, 2.1279812 41.3886147, 2.1279702 41.3886406, 2.1279625 41.3886591)"
B-6-494,B-175-237,Diagonal - Gandesa - Diagonal - Pl Reina Maria Cristina,Bus - Bus,6 - 175,Exchange,02:56,True,"LINESTRING (2.1299421 41.3885697, 2.129918 41.3886159, 2.1298885 41.3886401, 2.1298426 41.388654, 2.1297878 41.3886608, 2.1297452 41.3886534, 2.1284812 41.3883214, 2.1284643 41.388366, 2.1283815 41.3883444, 2.1283494 41.3884197, 2.1283384 41.3884473, 2.1282873 41.3885701, 2.1282472 41.388661, 2.1282275 41.3886556, 2.1282048 41.3886593, 2.1281778 41.3886664, 2.1281477 41.3886823, 2.1281353 41.3887034, 2.1280638 41.3886885, 2.1279625 41.3886591, 2.1279702 41.3886406, 2.1279812 41.3886147, 2.1279766 41.3886002, 2.127967 41.3885904, 2.1279392 41.3885822, 2.1271128 41.3883706, 2.1270972 41.3883706, 2.1270842 41.3883769, 2.1270731 41.3883858, 2.127058 41.388422)"
B-7-494,B-175-237,Diagonal - Gandesa - Diagonal - Pl Reina Maria Cristina,Bus - Bus,7 - 175,Exchange,02:56,True,"LINESTRING (2.1299421 41.3885697, 2.129918 41.3886159, 2.1298885 41.3886401, 2.1298426 41.388654, 2.1297878 41.3886608, 2.1297452 41.3886534, 2.1284812 41.3883214, 2.1284643 41.388366, 2.1283815 41.3883444, 2.1283494 41.3884197, 2.1283384 41.3884473, 2.1282873 41.3885701, 2.1282472 41.388661, 2.1282275 41.3886556, 2.1282048 41.3886593, 2.1281778 41.3886664, 2.1281477 41.3886823, 2.1281353 41.3887034, 2.1280638 41.3886885, 2.1279625 41.3886591, 2.1279702 41.3886406, 2.1279812 41.3886147, 2.1279766 41.3886002, 2.127967 41.3885904, 2.1279392 41.3885822, 2.1271128 41.3883706, 2.1270972 41.3883706, 2.1270842 41.3883769, 2.1270731 41.3883858, 2.127058 41.388422)"
B-33-494,B-175-237,Diagonal - Gandesa - Diagonal - Pl Reina Maria Cristina,Bus - Bus,33 - 175,Exchange,02:56,True,"LINESTRING (2.1299421 41.3885697, 2.129918 41.3886159, 2.1298885 41.3886401, 2.1298426 41.388654, 2.1297878 41.3886608, 2.1297452 41.3886534, 2.1284812 41.3883214, 2.1284643 41.388366, 2.1283815 41.3883444, 2.1283494 41.3884197, 2.1283384 41.3884473, 2.1282873 41.3885701, 2.1282472 41.388661, 2.1282275 41.3886556, 2.1282048 41.3886593, 2.1281778 41.3886664, 2.1281477 41.3886823, 2.1281353 41.3887034, 2.1280638 41.3886885, 2.1279625 41.3886591, 2.1279702 41.3886406, 2.1279812 41.3886147, 2.1279766 41.3886002, 2.127967 41.3885904, 2.1279392 41.3885822, 2.1271128 41.3883706, 2.1270972 41.3883706, 2.1270842 41.3883769, 2.1270731 41.3883858, 2.127058 41.388422)"
B-34-494,B-175-237,Diagonal - Gandesa - Diagonal - Pl Reina Maria Cristina,Bus - Bus,34 - 175,Exchange,02:56,True,"LINESTRING (2.1299421 41.3885697, 2.129918 41.3886159, 2.1298885 41.3886401, 2.1298426 41.388654, 2.1297878 41.3886608, 2.1297452 41.3886534, 2.1284812 41.3883214, 2.1284643 41.388366, 2.1283815 41.3883444, 2.1283494 41.3884197, 2.1283384 41.3884473, 2.1282873 41.3885701, 2.1282472 41.388661, 2.1282275 41.3886556, 2.1282048 41.3886593, 2.1281778 41.3886664, 2.1281477 41.3886823, 2.1281353 41.3887034, 2.1280638 41.3886885, 2.1279625 41.3886591, 2.1279702 41.3886406, 2.1279812 41.3886147, 2.1279766 41.3886002, 2.127967 41.3885904, 2.1279392 41.3885822, 2.1271128 41.3883706, 2.1270972 41.3883706, 2.1270842 41.3883769, 2.1270731 41.3883858, 2.127058 41.388422)"
B-63-494,B-175-237,Diagonal - Gandesa - Diagonal - Pl Reina Maria Cristina,Bus - Bus,63 - 175,Exchange,02:56,True,"LINESTRING (2.1299421 41.3885697, 2.129918 41.3886159, 2.1298885 41.3886401, 2.1298426 41.388654, 2.1297878 41.3886608, 2.1297452 41.3886534, 2.1284812 41.3883214, 2.1284643 41.388366, 2.1283815 41.3883444, 2.1283494 41.3884197, 2.1283384 41.3884473, 2.1282873 41.3885701, 2.1282472 41.388661, 2.1282275 41.3886556, 2.1282048 41.3886593, 2.1281778 41.3886664, 2.1281477 41.3886823, 2.1281353 41.3887034, 2.1280638 41.3886885, 2.1279625 41.3886591, 2.1279702 41.3886406, 2.1279812 41.3886147, 2.1279766 41.3886002, 2.127967 41.3885904, 2.1279392 41.3885822, 2.1271128 41.3883706, 2.1270972 41.3883706, 2.1270842 41.3883769, 2.1270731 41.3883858, 2.127058 41.388422)"
B-67-494,B-175-237,Diagonal - Gandesa - Diagonal - Pl Reina Maria Cristina,Bus - Bus,67 - 175,Exchange,02:56,True,"LINESTRING (2.1299421 41.3885697, 2.129918 41.3886159, 2.1298885 41.3886401, 2.1298426 41.388654, 2.1297878 41.3886608, 2.1297452 41.3886534, 2.1284812 41.3883214, 2.1284643 41.388366, 2.1283815 41.3883444, 2.1283494 41.3884197, 2.1283384 41.3884473, 2.1282873 41.3885701, 2.1282472 41.388661, 2.1282275 41.3886556, 2.1282048 41.3886593, 2.1281778 41.3886664, 2.1281477 41.3886823, 2.1281353 41.3887034, 2.1280638 41.3886885, 2.1279625 41.3886591, 2.1279702 41.3886406, 2.1279812 41.3886147, 2.1279766 41.3886002, 2.127967 41.3885904, 2.1279392 41.3885822, 2.1271128 41.3883706, 2.1270972 41.3883706, 2.1270842 41.3883769, 2.1270731 41.3883858, 2.127058 41.388422)"
B-78-494,B-175-237,Diagonal - Gandesa - Diagonal - Pl Reina Maria Cristina,Bus - Bus,78 - 175,Exchange,02:56,True,"LINESTRING (2.1299421 41.3885697, 2.129918 41.3886159, 2.1298885 41.3886401, 2.1298426 41.388654, 2.1297878 41.3886608, 2.1297452 41.3886534, 2.1284812 41.3883214, 2.1284643 41.388366, 2.1283815 41.3883444, 2.1283494 41.3884197, 2.1283384 41.3884473, 2.1282873 41.3885701, 2.1282472 41.388661, 2.1282275 41.3886556, 2.1282048 41.3886593, 2.1281778 41.3886664, 2.1281477 41.3886823, 2.1281353 41.3887034, 2.1280638 41.3886885, 2.1279625 41.3886591, 2.1279702 41.3886406, 2.1279812 41.3886147, 2.1279766 41.3886002, 2.127967 41.3885904, 2.1279392 41.3885822, 2.1271128 41.3883706, 2.1270972 41.3883706, 2.1270842 41.3883769, 2.1270731 41.3883858, 2.127058 41.388422)"
SB-683,B-112-238,Natzaret - Lledoner - Sinaí,Bus - Bus,IU Stop - 112,Exchange,04:54,True,"LINESTRING (2.136118 41.4259137, 2.1362004 41.425881, 2.1362435 41.4258678, 2.1362963 41.4258546, 2.1364836 41.4258197, 2.1366382 41.4257886, 2.1367598 41.4257723, 2.1367564 41.4257301, 2.1367525 41.425682, 2.136736 41.4256803, 2.1367263 41.4256723, 2.136739 41.4256628, 2.1370685 41.4254179, 2.1370851 41.4254079, 2.1371669 41.4254008, 2.1373118 41.4252569, 2.137345 41.4252236, 2.137482 41.4251135, 2.1375819 41.4250691, 2.137811 41.425007, 2.1385066 41.4248183)"
B-112-683,B-112-238,Natzaret - Lledoner - Sinaí,Bus - Bus,112 - 112,Exchange,04:54,True,"LINESTRING (2.136118 41.4259137, 2.1362004 41.425881, 2.1362435 41.4258678, 2.1362963 41.4258546, 2.1364836 41.4258197, 2.1366382 41.4257886, 2.1367598 41.4257723, 2.1367564 41.4257301, 2.1367525 41.425682, 2.136736 41.4256803, 2.1367263 41.4256723, 2.136739 41.4256628, 2.1370685 41.4254179, 2.1370851 41.4254079, 2.1371669 41.4254008, 2.1373118 41.4252569, 2.137345 41.4252236, 2.137482 41.4251135, 2.1375819 41.4250691, 2.137811 41.425007, 2.1385066 41.4248183)"
SB-516,B-6-239,Carles III - Numància - Manuel Girona - Carles III,Bus - Bus,IU Stop - 6,Exchange,03:36,True,"LINESTRING (2.1290592 41.3913816, 2.1294268 41.3919216, 2.1295206 41.3920277, 2.1296301 41.3920882, 2.1296181 41.3921017, 2.1295791 41.3921452, 2.1295384 41.3921872, 2.1294089 41.3923327, 2.1293923 41.3923496, 2.1293619 41.3923945, 2.1293156 41.39237, 2.1291721 41.3923357, 2.1290979 41.3923189, 2.1290716 41.392383, 2.1290038 41.3923679, 2.1288659 41.3923373, 2.128504 41.3922395, 2.1280053 41.3921108)"
SB-699,B-6-239,Benet Mateu - Manuel de Falla - Manuel Girona - Carles III,Bus - Bus,IU Stop - 6,Exchange,04:53,True,"LINESTRING (2.1262056 41.3939544, 2.1262491 41.3938603, 2.1264165 41.3934943, 2.1264371 41.3934646, 2.1266104 41.39342, 2.1266294 41.3934266, 2.1266639 41.3933713, 2.1267153 41.3932854, 2.1268402 41.3933437, 2.127418 41.3919643, 2.1280053 41.3921108, 2.128504 41.3922395)"
B-70-516,B-6-239,Carles III - Numància - Manuel Girona - Carles III,Bus - Bus,70 - 6,Exchange,03:36,True,"LINESTRING (2.1290592 41.3913816, 2.1294268 41.3919216, 2.1295206 41.3920277, 2.1296301 41.3920882, 2.1296181 41.3921017, 2.1295791 41.3921452, 2.1295384 41.3921872, 2.1294089 41.3923327, 2.1293923 41.3923496, 2.1293619 41.3923945, 2.1293156 41.39237, 2.1291721 41.3923357, 2.1290979 41.3923189, 2.1290716 41.392383, 2.1290038 41.3923679, 2.1288659 41.3923373, 2.128504 41.3922395, 2.1280053 41.3921108)"
B-H6-516,B-6-239,Carles III - Numància - Manuel Girona - Carles III,Bus - Bus,H6 - 6,Exchange,03:36,True,"LINESTRING (2.1290592 41.3913816, 2.1294268 41.3919216, 2.1295206 41.3920277, 2.1296301 41.3920882, 2.1296181 41.3921017, 2.1295791 41.3921452, 2.1295384 41.3921872, 2.1294089 41.3923327, 2.1293923 41.3923496, 2.1293619 41.3923945, 2.1293156 41.39237, 2.1291721 41.3923357, 2.1290979 41.3923189, 2.1290716 41.392383, 2.1290038 41.3923679, 2.1288659 41.3923373, 2.128504 41.3922395, 2.1280053 41.3921108)"
B-V3-516,B-6-239,Carles III - Numància - Manuel Girona - Carles III,Bus - Bus,V3 - 6,Exchange,03:36,True,"LINESTRING (2.1290592 41.3913816, 2.1294268 41.3919216, 2.1295206 41.3920277, 2.1296301 41.3920882, 2.1296181 41.3921017, 2.1295791 41.3921452, 2.1295384 41.3921872, 2.1294089 41.3923327, 2.1293923 41.3923496, 2.1293619 41.3923945, 2.1293156 41.39237, 2.1291721 41.3923357, 2.1290979 41.3923189, 2.1290716 41.392383, 2.1290038 41.3923679, 2.1288659 41.3923373, 2.128504 41.3922395, 2.1280053 41.3921108)"
B-34-699,B-6-239,Benet Mateu - Manuel de Falla - Manuel Girona - Carles III,Bus - Bus,34 - 6,Exchange,04:53,True,"LINESTRING (2.1262056 41.3939544, 2.1262491 41.3938603, 2.1264165 41.3934943, 2.1264371 41.3934646, 2.1266104 41.39342, 2.1266294 41.3934266, 2.1266639 41.3933713, 2.1267153 41.3932854, 2.1268402 41.3933437, 2.127418 41.3919643, 2.1280053 41.3921108, 2.128504 41.3922395)"
B-130-699,B-6-239,Benet Mateu - Manuel de Falla - Manuel Girona - Carles III,Bus - Bus,130 - 6,Exchange,04:53,True,"LINESTRING (2.1262056 41.3939544, 2.1262491 41.3938603, 2.1264165 41.3934943, 2.1264371 41.3934646, 2.1266104 41.39342, 2.1266294 41.3934266, 2.1266639 41.3933713, 2.1267153 41.3932854, 2.1268402 41.3933437, 2.127418 41.3919643, 2.1280053 41.3921108, 2.128504 41.3922395)"
B-V3-699,B-6-239,Benet Mateu - Manuel de Falla - Manuel Girona - Carles III,Bus - Bus,V3 - 6,Exchange,04:53,True,"LINESTRING (2.1262056 41.3939544, 2.1262491 41.3938603, 2.1264165 41.3934943, 2.1264371 41.3934646, 2.1266104 41.39342, 2.1266294 41.3934266, 2.1266639 41.3933713, 2.1267153 41.3932854, 2.1268402 41.3933437, 2.127418 41.3919643, 2.1280053 41.3921108, 2.128504 41.3922395)"
SB-516,B-34-239,Carles III - Numància - Manuel Girona - Carles III,Bus - Bus,IU Stop - 34,Exchange,03:36,True,"LINESTRING (2.1290592 41.3913816, 2.1294268 41.3919216, 2.1295206 41.3920277, 2.1296301 41.3920882, 2.1296181 41.3921017, 2.1295791 41.3921452, 2.1295384 41.3921872, 2.1294089 41.3923327, 2.1293923 41.3923496, 2.1293619 41.3923945, 2.1293156 41.39237, 2.1291721 41.3923357, 2.1290979 41.3923189, 2.1290716 41.392383, 2.1290038 41.3923679, 2.1288659 41.3923373, 2.128504 41.3922395, 2.1280053 41.3921108)"
SB-699,B-34-239,Benet Mateu - Manuel de Falla - Manuel Girona - Carles III,Bus - Bus,IU Stop - 34,Exchange,04:53,True,"LINESTRING (2.1262056 41.3939544, 2.1262491 41.3938603, 2.1264165 41.3934943, 2.1264371 41.3934646, 2.1266104 41.39342, 2.1266294 41.3934266, 2.1266639 41.3933713, 2.1267153 41.3932854, 2.1268402 41.3933437, 2.127418 41.3919643, 2.1280053 41.3921108, 2.128504 41.3922395)"
