origen,dest,tram,last_line,type,time,directed,cost,geometry
B-L16-104244,Barcelona Science Park,Sant Pius X - Barcelona Science Park,L16,Egress,6.333333333333333,True,14.25,"MULTILINESTRING ((2.1140843 41.3635891, 2.1148205 41.363265, 2.1148585 41.3632483, 2.1150064 41.3631832, 2.1151912 41.3631018, 2.1153808 41.3630145, 2.1154694 41.3629751, 2.1155354 41.3629583, 2.1155703 41.3629546, 2.1156217 41.3629538, 2.1156564 41.3629452, 2.1156844 41.3629449, 2.1157414 41.3629497, 2.1157729 41.3629564, 2.1158265 41.3629726, 2.1158758 41.3629691, 2.1159104 41.3629619, 2.1159521 41.3629508, 2.1159836 41.362976, 2.1160397 41.3629941, 2.1160656 41.3630024, 2.1160883 41.3629427, 2.1161089 41.3628638, 2.1161339 41.3627595, 2.1161388 41.3627183, 2.1161401 41.3626805, 2.1161604 41.3626792, 2.116166 41.3627247, 2.1163257 41.3627142, 2.1165525 41.3626983, 2.1166082 41.3627015, 2.1166953 41.3627342, 2.1167946 41.3628072, 2.1169189 41.3628633, 2.1169501 41.3628498, 2.116998 41.3628291, 2.1170435 41.3628779, 2.1171135 41.3629226, 2.1174139 41.3630313, 2.1174522 41.363037, 2.1174879 41.363033, 2.1175213 41.3630209, 2.1175424 41.3630049, 2.1175607 41.3629823, 2.1175871 41.3629379), (2.1175871 41.3629379, 2.1178696 41.3624877, 2.1175871 41.3629379))"
B-M12-104244,Barcelona Science Park,Sant Pius X - Barcelona Science Park,M12,Egress,6.333333333333333,True,14.25,"MULTILINESTRING ((2.1140843 41.3635891, 2.1148205 41.363265, 2.1148585 41.3632483, 2.1150064 41.3631832, 2.1151912 41.3631018, 2.1153808 41.3630145, 2.1154694 41.3629751, 2.1155354 41.3629583, 2.1155703 41.3629546, 2.1156217 41.3629538, 2.1156564 41.3629452, 2.1156844 41.3629449, 2.1157414 41.3629497, 2.1157729 41.3629564, 2.1158265 41.3629726, 2.1158758 41.3629691, 2.1159104 41.3629619, 2.1159521 41.3629508, 2.1159836 41.362976, 2.1160397 41.3629941, 2.1160656 41.3630024, 2.1160883 41.3629427, 2.1161089 41.3628638, 2.1161339 41.3627595, 2.1161388 41.3627183, 2.1161401 41.3626805, 2.1161604 41.3626792, 2.116166 41.3627247, 2.1163257 41.3627142, 2.1165525 41.3626983, 2.1166082 41.3627015, 2.1166953 41.3627342, 2.1167946 41.3628072, 2.1169189 41.3628633, 2.1169501 41.3628498, 2.116998 41.3628291, 2.1170435 41.3628779, 2.1171135 41.3629226, 2.1174139 41.3630313, 2.1174522 41.363037, 2.1174879 41.363033, 2.1175213 41.3630209, 2.1175424 41.3630049, 2.1175607 41.3629823, 2.1175871 41.3629379), (2.1175871 41.3629379, 2.1178696 41.3624877, 2.1175871 41.3629379))"
B-L16-104245,Barcelona Science Park,Sant Pius X - Barcelona Science Park,L16,Egress,6.433333333333334,True,14.475000000000001,"MULTILINESTRING ((2.1141232 41.3636374, 2.1150463 41.3632348, 2.1150273 41.3632102, 2.1150064 41.3631832, 2.1151912 41.3631018, 2.1153808 41.3630145, 2.1154694 41.3629751, 2.1155354 41.3629583, 2.1155703 41.3629546, 2.1156217 41.3629538, 2.1156564 41.3629452, 2.1156844 41.3629449, 2.1157414 41.3629497, 2.1157729 41.3629564, 2.1158265 41.3629726, 2.1158758 41.3629691, 2.1159104 41.3629619, 2.1159521 41.3629508, 2.1159836 41.362976, 2.1160397 41.3629941, 2.1160656 41.3630024, 2.1160883 41.3629427, 2.1161089 41.3628638, 2.1161339 41.3627595, 2.1161388 41.3627183, 2.1161401 41.3626805, 2.1161604 41.3626792, 2.116166 41.3627247, 2.1163257 41.3627142, 2.1165525 41.3626983, 2.1166082 41.3627015, 2.1166953 41.3627342, 2.1167946 41.3628072, 2.1169189 41.3628633, 2.1169501 41.3628498, 2.116998 41.3628291, 2.1170435 41.3628779, 2.1171135 41.3629226, 2.1174139 41.3630313, 2.1174522 41.363037, 2.1174879 41.363033, 2.1175213 41.3630209, 2.1175424 41.3630049, 2.1175607 41.3629823, 2.1175871 41.3629379), (2.1175871 41.3629379, 2.1178696 41.3624877, 2.1175871 41.3629379))"
B-M12-104245,Barcelona Science Park,Sant Pius X - Barcelona Science Park,M12,Egress,6.433333333333334,True,14.475000000000001,"MULTILINESTRING ((2.1141232 41.3636374, 2.1150463 41.3632348, 2.1150273 41.3632102, 2.1150064 41.3631832, 2.1151912 41.3631018, 2.1153808 41.3630145, 2.1154694 41.3629751, 2.1155354 41.3629583, 2.1155703 41.3629546, 2.1156217 41.3629538, 2.1156564 41.3629452, 2.1156844 41.3629449, 2.1157414 41.3629497, 2.1157729 41.3629564, 2.1158265 41.3629726, 2.1158758 41.3629691, 2.1159104 41.3629619, 2.1159521 41.3629508, 2.1159836 41.362976, 2.1160397 41.3629941, 2.1160656 41.3630024, 2.1160883 41.3629427, 2.1161089 41.3628638, 2.1161339 41.3627595, 2.1161388 41.3627183, 2.1161401 41.3626805, 2.1161604 41.3626792, 2.116166 41.3627247, 2.1163257 41.3627142, 2.1165525 41.3626983, 2.1166082 41.3627015, 2.1166953 41.3627342, 2.1167946 41.3628072, 2.1169189 41.3628633, 2.1169501 41.3628498, 2.116998 41.3628291, 2.1170435 41.3628779, 2.1171135 41.3629226, 2.1174139 41.3630313, 2.1174522 41.363037, 2.1174879 41.363033, 2.1175213 41.3630209, 2.1175424 41.3630049, 2.1175607 41.3629823, 2.1175871 41.3629379), (2.1175871 41.3629379, 2.1178696 41.3624877, 2.1175871 41.3629379))"
B-L16-104249,Barcelona Science Park,Sta. Eulàlia de Provençana - Barcelona Science Park,L16,Egress,5.883333333333334,True,13.2375,"LINESTRING (2.1192776 41.365518, 2.1196503 41.365575, 2.1197014 41.3655723, 2.1197428 41.3655645, 2.1197763 41.3655486, 2.119798 41.3655296, 2.1198089 41.3655103, 2.1198103 41.3654794, 2.1198013 41.3654538, 2.1198381 41.3654251, 2.1195288 41.3652013, 2.1192623 41.3650085, 2.1189793 41.3648061, 2.118902 41.3647479, 2.1188175 41.3646868, 2.1187434 41.3646332, 2.1186416 41.3645595, 2.1186659 41.364521, 2.1186926 41.3644767, 2.118814 41.3642719, 2.1188984 41.3641274, 2.1189184 41.3640939, 2.1190227 41.3639103, 2.1190667 41.3638328, 2.1190992 41.3637645, 2.1189797 41.3637211, 2.1182169 41.363444, 2.1181599 41.3634145, 2.1181135 41.3633684, 2.1180334 41.363283, 2.1176818 41.3631598, 2.1177001 41.3631325, 2.1176845 41.3631126, 2.1176769 41.3630946, 2.117675 41.3630672, 2.1176821 41.3630396, 2.1177136 41.3629784, 2.1179869 41.3625418, 2.117937 41.3625189, 2.1178696 41.3624877, 2.1175871 41.3629379)"
B-L16-104435,Barcelona Science Park,Sta. Eulàlia de Provençana - Barcelona Science Park,L16,Egress,6.283333333333333,True,14.1375,"LINESTRING (2.1184634 41.3655494, 2.1186373 41.3655836, 2.1187681 41.3655867, 2.1192251 41.3656613, 2.1192331 41.3656333, 2.1192425 41.3655911, 2.1192531 41.3655572, 2.1192606 41.3655331, 2.1192776 41.365518, 2.1194708 41.3653227, 2.1191673 41.3650768, 2.1189586 41.3649075, 2.1189351 41.3648523, 2.1189015 41.3648254, 2.1189793 41.3648061, 2.118902 41.3647479, 2.1188175 41.3646868, 2.1187434 41.3646332, 2.1186416 41.3645595, 2.1186659 41.364521, 2.1186926 41.3644767, 2.118814 41.3642719, 2.1188984 41.3641274, 2.1189184 41.3640939, 2.1190227 41.3639103, 2.1190667 41.3638328, 2.1190992 41.3637645, 2.1189797 41.3637211, 2.1182169 41.363444, 2.1181599 41.3634145, 2.1181135 41.3633684, 2.1180334 41.363283, 2.1176818 41.3631598, 2.1177001 41.3631325, 2.1176845 41.3631126, 2.1176769 41.3630946, 2.117675 41.3630672, 2.1176821 41.3630396, 2.1177136 41.3629784, 2.1179869 41.3625418, 2.117937 41.3625189, 2.1178696 41.3624877, 2.1175871 41.3629379)"
B-L16-105628,Barcelona Science Park,Piscines Municipals de l'Hospitalet - Barcelona Science Park,L16,Egress,9.183333333333334,True,20.6625,"MULTILINESTRING ((2.1166125 41.3660511, 2.1165716 41.3659119, 2.1165314 41.3657856, 2.1165034 41.365684, 2.1164918 41.3656368, 2.1164751 41.3655553, 2.1164086 41.3651415, 2.1163795 41.364932, 2.1163151 41.3645851, 2.116284 41.3644645, 2.1162531 41.3643857, 2.1161194 41.3640786, 2.1159174 41.3635785, 2.1159082 41.3635495, 2.1159024 41.3635201, 2.115899 41.3634827, 2.115903 41.3634115, 2.115908 41.3633767, 2.1159152 41.3633513, 2.1159322 41.3633169, 2.1159999 41.3631818, 2.1160219 41.3631316, 2.1160656 41.3630024, 2.1160883 41.3629427, 2.1161089 41.3628638, 2.1161339 41.3627595, 2.1161388 41.3627183, 2.1161401 41.3626805, 2.1161604 41.3626792, 2.116166 41.3627247, 2.1163257 41.3627142, 2.1165525 41.3626983, 2.1166082 41.3627015, 2.1166953 41.3627342, 2.1167946 41.3628072, 2.1169189 41.3628633, 2.1169501 41.3628498, 2.116998 41.3628291, 2.1170435 41.3628779, 2.1171135 41.3629226, 2.1174139 41.3630313, 2.1174522 41.363037, 2.1174879 41.363033, 2.1175213 41.3630209, 2.1175424 41.3630049, 2.1175607 41.3629823, 2.1175871 41.3629379), (2.1175871 41.3629379, 2.1178696 41.3624877, 2.1175871 41.3629379))"
B-M12-105628,Barcelona Science Park,Piscines Municipals de l'Hospitalet - Barcelona Science Park,M12,Egress,9.183333333333334,True,20.6625,"MULTILINESTRING ((2.1166125 41.3660511, 2.1165716 41.3659119, 2.1165314 41.3657856, 2.1165034 41.365684, 2.1164918 41.3656368, 2.1164751 41.3655553, 2.1164086 41.3651415, 2.1163795 41.364932, 2.1163151 41.3645851, 2.116284 41.3644645, 2.1162531 41.3643857, 2.1161194 41.3640786, 2.1159174 41.3635785, 2.1159082 41.3635495, 2.1159024 41.3635201, 2.115899 41.3634827, 2.115903 41.3634115, 2.115908 41.3633767, 2.1159152 41.3633513, 2.1159322 41.3633169, 2.1159999 41.3631818, 2.1160219 41.3631316, 2.1160656 41.3630024, 2.1160883 41.3629427, 2.1161089 41.3628638, 2.1161339 41.3627595, 2.1161388 41.3627183, 2.1161401 41.3626805, 2.1161604 41.3626792, 2.116166 41.3627247, 2.1163257 41.3627142, 2.1165525 41.3626983, 2.1166082 41.3627015, 2.1166953 41.3627342, 2.1167946 41.3628072, 2.1169189 41.3628633, 2.1169501 41.3628498, 2.116998 41.3628291, 2.1170435 41.3628779, 2.1171135 41.3629226, 2.1174139 41.3630313, 2.1174522 41.363037, 2.1174879 41.363033, 2.1175213 41.3630209, 2.1175424 41.3630049, 2.1175607 41.3629823, 2.1175871 41.3629379), (2.1175871 41.3629379, 2.1178696 41.3624877, 2.1175871 41.3629379))"
B-LH2-106870,Barcelona Science Park,Metro Can Tries | Gornal - Barcelona Science Park,LH2,Egress,3.816666666666667,True,8.5875,"LINESTRING (2.1185097 41.3599405, 2.1184814 41.3599741, 2.1180943 41.3604513, 2.1180555 41.3604987, 2.118107 41.3605243, 2.1181579 41.3605475, 2.118182 41.3605562, 2.1181638 41.3605846, 2.1182473 41.3606167, 2.1181727 41.3607241, 2.1181906 41.3607876, 2.1183272 41.3610354, 2.1182048 41.361127, 2.1182637 41.3611692, 2.1182549 41.3611816, 2.1182353 41.3612068, 2.1182115 41.3612373, 2.1182008 41.3612502, 2.1184314 41.3613992, 2.1184594 41.3614328, 2.1184727 41.3614662, 2.1184735 41.361505, 2.1184597 41.3615457, 2.1184173 41.3616146, 2.1178696 41.3624877, 2.1175871 41.3629379)"
B-L16-110479,Barcelona Science Park,Amadeu Torner - Av. Carrilet - Barcelona Science Park,L16,Egress,5.6,True,12.6,"LINESTRING (2.1206272 41.3651032, 2.1207952 41.364824, 2.1207377 41.3648061, 2.1206578 41.3647812, 2.1206492 41.3647289, 2.1206835 41.36464, 2.1206923 41.3645723, 2.1206918 41.3645541, 2.1206909 41.3645322, 2.1206641 41.3645193, 2.1206424 41.364504, 2.1206245 41.3644816, 2.1206215 41.3644482, 2.1205926 41.364436, 2.120528 41.3643992, 2.1204664 41.3643476, 2.1192573 41.3639019, 2.1192267 41.3638908, 2.1191678 41.3638693, 2.1190667 41.3638328, 2.1190992 41.3637645, 2.1189797 41.3637211, 2.1182169 41.363444, 2.1181599 41.3634145, 2.1181135 41.3633684, 2.1180334 41.363283, 2.1176818 41.3631598, 2.1177001 41.3631325, 2.1176845 41.3631126, 2.1176769 41.3630946, 2.117675 41.3630672, 2.1176821 41.3630396, 2.1177136 41.3629784, 2.1179869 41.3625418, 2.117937 41.3625189, 2.1178696 41.3624877, 2.1175871 41.3629379)"
B-LH2-110479,Barcelona Science Park,Amadeu Torner - Av. Carrilet - Barcelona Science Park,LH2,Egress,5.6,True,12.6,"LINESTRING (2.1206272 41.3651032, 2.1207952 41.364824, 2.1207377 41.3648061, 2.1206578 41.3647812, 2.1206492 41.3647289, 2.1206835 41.36464, 2.1206923 41.3645723, 2.1206918 41.3645541, 2.1206909 41.3645322, 2.1206641 41.3645193, 2.1206424 41.364504, 2.1206245 41.3644816, 2.1206215 41.3644482, 2.1205926 41.364436, 2.120528 41.3643992, 2.1204664 41.3643476, 2.1192573 41.3639019, 2.1192267 41.3638908, 2.1191678 41.3638693, 2.1190667 41.3638328, 2.1190992 41.3637645, 2.1189797 41.3637211, 2.1182169 41.363444, 2.1181599 41.3634145, 2.1181135 41.3633684, 2.1180334 41.363283, 2.1176818 41.3631598, 2.1177001 41.3631325, 2.1176845 41.3631126, 2.1176769 41.3630946, 2.117675 41.3630672, 2.1176821 41.3630396, 2.1177136 41.3629784, 2.1179869 41.3625418, 2.117937 41.3625189, 2.1178696 41.3624877, 2.1175871 41.3629379)"
SB-662,Parc de Recerca Biomèdica,Marina - Pl dels Voluntaris - Parc de Recerca Biomèdica,IU Stop,Egress,5.516666666666667,True,12.4125,"LINESTRING (2.1958193 41.3882335, 2.19559 41.3884061, 2.1955747 41.3884229, 2.1952316 41.3886809, 2.19487 41.3889456, 2.194846 41.388966, 2.1948389 41.3889624, 2.1948241 41.388951, 2.1947845 41.3889211, 2.1947453 41.3888913, 2.1947199 41.3888721, 2.1947098 41.3888644, 2.1946816 41.3888413, 2.194632 41.388806, 2.1945704 41.3888082, 2.1945226 41.3888365, 2.1944884 41.3888146, 2.194465 41.3887925, 2.194447 41.3887445, 2.194404 41.3887402, 2.1943841 41.3887401, 2.1943438 41.3887394, 2.1943186 41.3887387, 2.1942974 41.3887378, 2.194261 41.3887069, 2.1939972 41.3884831, 2.1937477 41.3882661, 2.1937115 41.3882878, 2.1935791 41.3881745, 2.1935261 41.3881284, 2.1934052 41.3880083, 2.193374 41.3879773, 2.1930299 41.3876355, 2.1927184 41.3872618, 2.1925155 41.3870006, 2.1924956 41.3870193, 2.1924268 41.3869308, 2.192324 41.3867918, 2.1921913 41.3866298, 2.1920823 41.3865013, 2.1919478 41.3863375, 2.1917986 41.3861819, 2.1915742 41.3859481, 2.1914755 41.3858416, 2.1912425 41.3856422, 2.1910426 41.3854969, 2.190834 41.3853706, 2.1905231 41.3852242, 2.1901999 41.3850798, 2.1898019 41.3849296, 2.1895201 41.3848357, 2.1892237 41.3847693, 2.1890598 41.3847379, 2.1887653 41.3847029, 2.1885095 41.3846878, 2.1882348 41.3846932, 2.1881367 41.3846998)"
SB-915,Parc de Recerca Biomèdica,Vila Olímpica - Parc de Recerca Biomèdica,IU Stop,Egress,2.816666666666667,True,6.3375,"LINESTRING (2.1941666 41.3888217, 2.1936913 41.3884166, 2.1936408 41.3883735, 2.1936189 41.3883547, 2.1934835 41.388245, 2.1934372 41.3881998, 2.1933218 41.3880839, 2.193306 41.3880681, 2.1932954 41.3880581, 2.1932581 41.38802, 2.1930842 41.3878573, 2.1929421 41.3877061, 2.1926413 41.387349, 2.192617 41.3873202, 2.192606 41.3873071, 2.1925702 41.3872548, 2.1925282 41.3871937, 2.1924697 41.3871022, 2.1924289 41.3870472, 2.1924956 41.3870193, 2.1924268 41.3869308, 2.192324 41.3867918, 2.1921913 41.3866298, 2.1920823 41.3865013, 2.1919478 41.3863375, 2.1917986 41.3861819, 2.1915742 41.3859481, 2.1914755 41.3858416, 2.1912425 41.3856422, 2.1910426 41.3854969, 2.190834 41.3853706, 2.1905231 41.3852242, 2.1901999 41.3850798, 2.1898019 41.3849296, 2.1895201 41.3848357, 2.1892237 41.3847693, 2.1890598 41.3847379, 2.1887653 41.3847029, 2.1885095 41.3846878, 2.1882348 41.3846932, 2.1881367 41.3846998)"
B-59-413,Parc de Recerca Biomèdica,Av Litoral - Trelawny - Parc de Recerca Biomèdica,59,Egress,5.733333333333333,True,12.9,"LINESTRING (2.194896 41.3862091, 2.1947899 41.3862786, 2.1948164 41.3862989, 2.1951631 41.3865635, 2.1952064 41.3865963, 2.1951651 41.3866292, 2.195137 41.3866513, 2.1950773 41.3866778, 2.1949166 41.3867983, 2.1946795 41.3869763, 2.194664 41.3869868, 2.1946288 41.3870138, 2.1945956 41.3870391, 2.1945753 41.3870553, 2.1944472 41.3871791, 2.1944259 41.3871963, 2.194503 41.3872762, 2.1941758 41.3875354, 2.1941311 41.387548, 2.1940719 41.3875964, 2.1940609 41.3876067, 2.1939742 41.3876884, 2.1939358 41.387706, 2.1937252 41.3878608, 2.1936649 41.3879079, 2.1936115 41.3879495, 2.1935526 41.3880048, 2.1935206 41.3880132, 2.1934304 41.3879931, 2.1934179 41.3880008, 2.1934052 41.3880083, 2.193374 41.3879773, 2.1930299 41.3876355, 2.1927184 41.3872618, 2.1925155 41.3870006, 2.1924956 41.3870193, 2.1924268 41.3869308, 2.192324 41.3867918, 2.1921913 41.3866298, 2.1920823 41.3865013, 2.1919478 41.3863375, 2.1917986 41.3861819, 2.1915742 41.3859481, 2.1914755 41.3858416, 2.1912425 41.3856422, 2.1910426 41.3854969, 2.190834 41.3853706, 2.1905231 41.3852242, 2.1901999 41.3850798, 2.1898019 41.3849296, 2.1895201 41.3848357, 2.1892237 41.3847693, 2.1890598 41.3847379, 2.1887653 41.3847029, 2.1885095 41.3846878, 2.1882348 41.3846932, 2.1881367 41.3846998)"
B-136-413,Parc de Recerca Biomèdica,Av Litoral - Trelawny - Parc de Recerca Biomèdica,136,Egress,5.733333333333333,True,12.9,"LINESTRING (2.194896 41.3862091, 2.1947899 41.3862786, 2.1948164 41.3862989, 2.1951631 41.3865635, 2.1952064 41.3865963, 2.1951651 41.3866292, 2.195137 41.3866513, 2.1950773 41.3866778, 2.1949166 41.3867983, 2.1946795 41.3869763, 2.194664 41.3869868, 2.1946288 41.3870138, 2.1945956 41.3870391, 2.1945753 41.3870553, 2.1944472 41.3871791, 2.1944259 41.3871963, 2.194503 41.3872762, 2.1941758 41.3875354, 2.1941311 41.387548, 2.1940719 41.3875964, 2.1940609 41.3876067, 2.1939742 41.3876884, 2.1939358 41.387706, 2.1937252 41.3878608, 2.1936649 41.3879079, 2.1936115 41.3879495, 2.1935526 41.3880048, 2.1935206 41.3880132, 2.1934304 41.3879931, 2.1934179 41.3880008, 2.1934052 41.3880083, 2.193374 41.3879773, 2.1930299 41.3876355, 2.1927184 41.3872618, 2.1925155 41.3870006, 2.1924956 41.3870193, 2.1924268 41.3869308, 2.192324 41.3867918, 2.1921913 41.3866298, 2.1920823 41.3865013, 2.1919478 41.3863375, 2.1917986 41.3861819, 2.1915742 41.3859481, 2.1914755 41.3858416, 2.1912425 41.3856422, 2.1910426 41.3854969, 2.190834 41.3853706, 2.1905231 41.3852242, 2.1901999 41.3850798, 2.1898019 41.3849296, 2.1895201 41.3848357, 2.1892237 41.3847693, 2.1890598 41.3847379, 2.1887653 41.3847029, 2.1885095 41.3846878, 2.1882348 41.3846932, 2.1881367 41.3846998)"
B-59-662,Parc de Recerca Biomèdica,Marina - Pl dels Voluntaris - Parc de Recerca Biomèdica,59,Egress,5.516666666666667,True,12.4125,"LINESTRING (2.1958193 41.3882335, 2.19559 41.3884061, 2.1955747 41.3884229, 2.1952316 41.3886809, 2.19487 41.3889456, 2.194846 41.388966, 2.1948389 41.3889624, 2.1948241 41.388951, 2.1947845 41.3889211, 2.1947453 41.3888913, 2.1947199 41.3888721, 2.1947098 41.3888644, 2.1946816 41.3888413, 2.194632 41.388806, 2.1945704 41.3888082, 2.1945226 41.3888365, 2.1944884 41.3888146, 2.194465 41.3887925, 2.194447 41.3887445, 2.194404 41.3887402, 2.1943841 41.3887401, 2.1943438 41.3887394, 2.1943186 41.3887387, 2.1942974 41.3887378, 2.194261 41.3887069, 2.1939972 41.3884831, 2.1937477 41.3882661, 2.1937115 41.3882878, 2.1935791 41.3881745, 2.1935261 41.3881284, 2.1934052 41.3880083, 2.193374 41.3879773, 2.1930299 41.3876355, 2.1927184 41.3872618, 2.1925155 41.3870006, 2.1924956 41.3870193, 2.1924268 41.3869308, 2.192324 41.3867918, 2.1921913 41.3866298, 2.1920823 41.3865013, 2.1919478 41.3863375, 2.1917986 41.3861819, 2.1915742 41.3859481, 2.1914755 41.3858416, 2.1912425 41.3856422, 2.1910426 41.3854969, 2.190834 41.3853706, 2.1905231 41.3852242, 2.1901999 41.3850798, 2.1898019 41.3849296, 2.1895201 41.3848357, 2.1892237 41.3847693, 2.1890598 41.3847379, 2.1887653 41.3847029, 2.1885095 41.3846878, 2.1882348 41.3846932, 2.1881367 41.3846998)"
B-V21-662,Parc de Recerca Biomèdica,Marina - Pl dels Voluntaris - Parc de Recerca Biomèdica,V21,Egress,5.516666666666667,True,12.4125,"LINESTRING (2.1958193 41.3882335, 2.19559 41.3884061, 2.1955747 41.3884229, 2.1952316 41.3886809, 2.19487 41.3889456, 2.194846 41.388966, 2.1948389 41.3889624, 2.1948241 41.388951, 2.1947845 41.3889211, 2.1947453 41.3888913, 2.1947199 41.3888721, 2.1947098 41.3888644, 2.1946816 41.3888413, 2.194632 41.388806, 2.1945704 41.3888082, 2.1945226 41.3888365, 2.1944884 41.3888146, 2.194465 41.3887925, 2.194447 41.3887445, 2.194404 41.3887402, 2.1943841 41.3887401, 2.1943438 41.3887394, 2.1943186 41.3887387, 2.1942974 41.3887378, 2.194261 41.3887069, 2.1939972 41.3884831, 2.1937477 41.3882661, 2.1937115 41.3882878, 2.1935791 41.3881745, 2.1935261 41.3881284, 2.1934052 41.3880083, 2.193374 41.3879773, 2.1930299 41.3876355, 2.1927184 41.3872618, 2.1925155 41.3870006, 2.1924956 41.3870193, 2.1924268 41.3869308, 2.192324 41.3867918, 2.1921913 41.3866298, 2.1920823 41.3865013, 2.1919478 41.3863375, 2.1917986 41.3861819, 2.1915742 41.3859481, 2.1914755 41.3858416, 2.1912425 41.3856422, 2.1910426 41.3854969, 2.190834 41.3853706, 2.1905231 41.3852242, 2.1901999 41.3850798, 2.1898019 41.3849296, 2.1895201 41.3848357, 2.1892237 41.3847693, 2.1890598 41.3847379, 2.1887653 41.3847029, 2.1885095 41.3846878, 2.1882348 41.3846932, 2.1881367 41.3846998)"
B-V27-662,Parc de Recerca Biomèdica,Marina - Pl dels Voluntaris - Parc de Recerca Biomèdica,V27,Egress,5.516666666666667,True,12.4125,"LINESTRING (2.1958193 41.3882335, 2.19559 41.3884061, 2.1955747 41.3884229, 2.1952316 41.3886809, 2.19487 41.3889456, 2.194846 41.388966, 2.1948389 41.3889624, 2.1948241 41.388951, 2.1947845 41.3889211, 2.1947453 41.3888913, 2.1947199 41.3888721, 2.1947098 41.3888644, 2.1946816 41.3888413, 2.194632 41.388806, 2.1945704 41.3888082, 2.1945226 41.3888365, 2.1944884 41.3888146, 2.194465 41.3887925, 2.194447 41.3887445, 2.194404 41.3887402, 2.1943841 41.3887401, 2.1943438 41.3887394, 2.1943186 41.3887387, 2.1942974 41.3887378, 2.194261 41.3887069, 2.1939972 41.3884831, 2.1937477 41.3882661, 2.1937115 41.3882878, 2.1935791 41.3881745, 2.1935261 41.3881284, 2.1934052 41.3880083, 2.193374 41.3879773, 2.1930299 41.3876355, 2.1927184 41.3872618, 2.1925155 41.3870006, 2.1924956 41.3870193, 2.1924268 41.3869308, 2.192324 41.3867918, 2.1921913 41.3866298, 2.1920823 41.3865013, 2.1919478 41.3863375, 2.1917986 41.3861819, 2.1915742 41.3859481, 2.1914755 41.3858416, 2.1912425 41.3856422, 2.1910426 41.3854969, 2.190834 41.3853706, 2.1905231 41.3852242, 2.1901999 41.3850798, 2.1898019 41.3849296, 2.1895201 41.3848357, 2.1892237 41.3847693, 2.1890598 41.3847379, 2.1887653 41.3847029, 2.1885095 41.3846878, 2.1882348 41.3846932, 2.1881367 41.3846998)"
B-136-662,Parc de Recerca Biomèdica,Marina - Pl dels Voluntaris - Parc de Recerca Biomèdica,136,Egress,5.516666666666667,True,12.4125,"LINESTRING (2.1958193 41.3882335, 2.19559 41.3884061, 2.1955747 41.3884229, 2.1952316 41.3886809, 2.19487 41.3889456, 2.194846 41.388966, 2.1948389 41.3889624, 2.1948241 41.388951, 2.1947845 41.3889211, 2.1947453 41.3888913, 2.1947199 41.3888721, 2.1947098 41.3888644, 2.1946816 41.3888413, 2.194632 41.388806, 2.1945704 41.3888082, 2.1945226 41.3888365, 2.1944884 41.3888146, 2.194465 41.3887925, 2.194447 41.3887445, 2.194404 41.3887402, 2.1943841 41.3887401, 2.1943438 41.3887394, 2.1943186 41.3887387, 2.1942974 41.3887378, 2.194261 41.3887069, 2.1939972 41.3884831, 2.1937477 41.3882661, 2.1937115 41.3882878, 2.1935791 41.3881745, 2.1935261 41.3881284, 2.1934052 41.3880083, 2.193374 41.3879773, 2.1930299 41.3876355, 2.1927184 41.3872618, 2.1925155 41.3870006, 2.1924956 41.3870193, 2.1924268 41.3869308, 2.192324 41.3867918, 2.1921913 41.3866298, 2.1920823 41.3865013, 2.1919478 41.3863375, 2.1917986 41.3861819, 2.1915742 41.3859481, 2.1914755 41.3858416, 2.1912425 41.3856422, 2.1910426 41.3854969, 2.190834 41.3853706, 2.1905231 41.3852242, 2.1901999 41.3850798, 2.1898019 41.3849296, 2.1895201 41.3848357, 2.1892237 41.3847693, 2.1890598 41.3847379, 2.1887653 41.3847029, 2.1885095 41.3846878, 2.1882348 41.3846932, 2.1881367 41.3846998)"
B-59-915,Parc de Recerca Biomèdica,Vila Olímpica - Parc de Recerca Biomèdica,59,Egress,2.816666666666667,True,6.3375,"LINESTRING (2.1941666 41.3888217, 2.1936913 41.3884166, 2.1936408 41.3883735, 2.1936189 41.3883547, 2.1934835 41.388245, 2.1934372 41.3881998, 2.1933218 41.3880839, 2.193306 41.3880681, 2.1932954 41.3880581, 2.1932581 41.38802, 2.1930842 41.3878573, 2.1929421 41.3877061, 2.1926413 41.387349, 2.192617 41.3873202, 2.192606 41.3873071, 2.1925702 41.3872548, 2.1925282 41.3871937, 2.1924697 41.3871022, 2.1924289 41.3870472, 2.1924956 41.3870193, 2.1924268 41.3869308, 2.192324 41.3867918, 2.1921913 41.3866298, 2.1920823 41.3865013, 2.1919478 41.3863375, 2.1917986 41.3861819, 2.1915742 41.3859481, 2.1914755 41.3858416, 2.1912425 41.3856422, 2.1910426 41.3854969, 2.190834 41.3853706, 2.1905231 41.3852242, 2.1901999 41.3850798, 2.1898019 41.3849296, 2.1895201 41.3848357, 2.1892237 41.3847693, 2.1890598 41.3847379, 2.1887653 41.3847029, 2.1885095 41.3846878, 2.1882348 41.3846932, 2.1881367 41.3846998)"
