geometry,stop_id
"POLYGON ((2.1435829204474026 41.378111285504836, 2.143498729648195 41.37824713360163, 2.1434829239000224 41.37981633351383, 2.1438268995227925 41.3799796371188, 2.1455817084505826 41.3793350099137, 2.1474816116299986 41.37852780802509, 2.1476032689144455 41.37836934577379, 2.147584262835428 41.376710345754624, 2.1472665187980664 41.37654175046289, 2.14522082353212 41.37707774912652, 2.1435829204474026 41.378111285504836))",320
"POLYGON ((2.1600360718687313 41.374310173469404, 2.1598223617610395 41.37431008558624, 2.1580209651587037 41.374986783965625, 2.157996906212297 41.375298825239405, 2.159780008506656 41.376176127265744, 2.1614857106470216 41.37670810509053, 2.161815212865709 41.376554861785685, 2.161953207797379 41.375157261455, 2.16182166861907 41.37498277179691, 2.1600360718687313 41.374310173469404))",322
"POLYGON ((2.17399010345379 41.376079295870596, 2.17234575246514 41.37668743966991, 2.1723260378849365 41.37700256817415, 2.1741100404302465 41.37782867011862, 2.1743497690105382 41.377833379200354, 2.1779641262127325 41.376321616018345, 2.177931681595966 41.37599649027067, 2.176039998850995 41.37550089730622, 2.17399010345379 41.376079295870596))",324
"POLYGON ((2.1705386128342763 41.38057430902995, 2.170385865327924 41.38073852114428, 2.170339859283333 41.38238992099339, 2.170445708469368 41.38254328709348, 2.172210110624906 41.38343508913508, 2.172481416013899 41.38343263772393, 2.174296387575192 41.38246691780118, 2.176088396338544 41.38173275276493, 2.176094160494046 41.381418687293994, 2.174438167250463 41.38069482603616, 2.174514216144545 41.37915569991563, 2.17412725654591 41.379007445643225, 2.172400805372023 41.38003105542526, 2.1705386128342763 41.38057430902995))",325
"POLYGON ((2.157608336687787 41.395515957364935, 2.1575342128808606 41.397043622560496, 2.1576443314438407 41.39720193469209, 2.1595538339948823 41.3981221368332, 2.1598144246857203 41.39812083686641, 2.1634250790512612 41.396344046816246, 2.163533629389882 41.39620470644833, 2.163672723588774 41.39460990610842, 2.1634653539082005 41.39441950328327, 2.1616149512021328 41.39424986754235, 2.1595892964227956 41.39467511676476, 2.1580893747233216 41.39370503774927, 2.1576944428331144 41.39383475759998, 2.157608336687787 41.395515957364935))",328
"POLYGON ((2.1521304813323163 41.40266573148976, 2.1521041489673562 41.40414588738038, 2.1524714875675595 41.40430046352275, 2.1543105902034 41.40342286152262, 2.154421748641191 41.40327307027142, 2.1545141558571794 41.400013847872685, 2.1541259339052736 41.399867687961525, 2.1523630059748005 41.400924972439135, 2.1505887863595365 41.401390377968205, 2.150518662363138 41.401701551033355, 2.1521304813323163 41.40266573148976))",329
"POLYGON ((2.1485133142351516 41.405794482798754, 2.148493333267471 41.40713052250053, 2.148842131737772 41.40728502908184, 2.1503605887258446 41.406695749025175, 2.152043007773486 41.406921554096556, 2.1523205782520005 41.40677577417332, 2.152594373439667 41.40560080806366, 2.1525826681059703 41.40414720803703, 2.152265647884201 41.40397792671072, 2.150182914159532 41.404536085227875, 2.1485133142351516 41.405794482798754))",330
"POLYGON ((2.1431436412102576 41.41238308271127, 2.1413646002924085 41.41321752457584, 2.141609875711548 41.41352683645864, 2.1452096965580436 41.41197912936424, 2.146919090954131 41.41127799255298, 2.1466921348918295 41.41096078608164, 2.1431436412102576 41.41238308271127))",331
"POLYGON ((2.1393849977389827 41.41870651344046, 2.139703807744737 41.41896260728491, 2.1415361107232296 41.41816410542464, 2.141654856889958 41.41802163165871, 2.141796051724465 41.41660003131929, 2.141358501363951 41.41648641685021, 2.1393849977389827 41.41870651344046))",332
"POLYGON ((2.143159001399674 41.42325732717938, 2.1414896357256987 41.42252930196985, 2.1411303961370765 41.42268206335684, 2.1410939903641175 41.424255463226395, 2.141207277147044 41.424411754945815, 2.14282708030037 41.42516662362083, 2.1447904834674136 41.42599762563165, 2.145147133110284 41.42584285579971, 2.145171627705587 41.424370455697535, 2.1450654990604967 41.42421852497356, 2.143159001399674 41.42325732717938))",333
"POLYGON ((2.1448398758819893 41.43037126289146, 2.1431913555724074 41.42957442230917, 2.1428593457780276 41.42982187251711, 2.144741841425732 41.432075675755534, 2.145138369274445 41.43208546982043, 2.146818966899333 41.43033906699634, 2.1465691220163152 41.430058246368716, 2.1448398758819893 41.43037126289146))",334
"POLYGON ((2.1481243914201245 41.43508482777251, 2.1464520421337205 41.43586011862896, 2.1465236859750916 41.4361890206574, 2.149568493692568 41.436718622142365, 2.149857040957467 41.43657881042798, 2.1504159338116318 41.43449910923243, 2.150305352545705 41.434309327725444, 2.1485176551563203 41.43349412965712, 2.148154248489798 41.43364538859534, 2.1481243914201245 41.43508482777251))",335
"POLYGON ((2.155280468931313 41.438562720076206, 2.155683642536844 41.43868540801204, 2.1573921430132526 41.437475805606766, 2.157326622632195 41.43718041441942, 2.1555030262390145 41.43656071599831, 2.155165375639464 41.43673341990301, 2.155280468931313 41.438562720076206))",336
