stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
7205,260,PG. PRAT DE LA RIBA/C. DE LA MARE DE DÉU DE NÚRIA,,41.4802156796498,2.32461366222722,,,0,,,
7206,4190,CTRA. N-II (CAMPING HISPANO),,41.4828026768966,2.33576238579409,,,0,,,
7208,3740,CAMÍ RAL/C. DE JOAN PRIM (BELLAMAR),,41.489420887202,2.36080349247182,,,0,,,
7209,3730,CAMÍ RAL/SANTIAGO RUSIÑOL,,41.49129,2.3669,,,0,,,
7210,3680,CTRA. N-II/AV. BURRIAC (LIDL),,41.50882,2.40431,,,0,,,
7212,3660,CTRA. N-II (URBANITZACIÓ BONAMAR),,41.51269,2.40972,,,0,,,
7213,3665,CTRA. N-II (IQUODRIVE-VIENA),,41.51828,2.41681,,,0,,,
7214,3640,CENTRE COMERCIAL CARREFOUR,,41.52085,2.421,,,0,,,
7215,3527,AV. DE CABRERA/C. VILASSAR (INCINERADORA),,41.5237344772231,2.42657894420676,,,0,,,
7216,5982,C. DE LA BOBINADORA (POL. IND. LES HORTES),,41.5292009101996,2.42999483285339,,,0,,,
7217,3630,CAMÍ RAL (PORTA LAIETANA-TECNOCAMPUS),,41.530600811799,2.43623973865885,,,0,,,
7218,3620,RDA. DE LA REPÚBLICA / CAMÍ RAL,,41.5344839510173,2.44012599311734,,,0,,,
7219,4825,RDA. DE LA REPÚBLICA / C. DE MIQUEL BIADA,,41.5371,2.4369,,,0,,,
7220,4230,CTRA. DE CIRERA / C. DE CÀCERES,,41.550913,2.432779,,,0,,,
7221,4220,RIERA DE LA FIGUERA MAJOR,,41.55025,2.44054,,,0,,,
7222,4210,PG. DE CARLES PADRÓS,,41.54785,2.44143,,,0,,,
