route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
266,26600434-FEINERS,266000020034,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020035,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020036,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020037,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020038,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020039,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020040,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020041,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020042,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020043,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020044,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020045,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020046,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020047,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020048,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020049,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020050,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020051,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020052,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020053,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020054,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020055,BCN-TEIA,,1,,0266_0002,1
266,26600273-FEINERS,266000020056,BCN-TEIA,,1,,0266_0002,1
266,26600273-FEINERS,266000020057,BCN-TEIA,,1,,0266_0002,1
266,26600434-FEINERS,266000020058,BCN-TEIA,,1,,0266_0002,1
266,26600273-DISSABTES,266000010012,TEIA-BCN,,0,,0266_0001,1
266,26600273-DISSABTES,266000010013,TEIA-BCN,,0,,0266_0001,1
266,26600273-DISSABTES,266000010014,TEIA-BCN,,0,,0266_0001,1
266,26600273-DISSABTES,266000010015,TEIA-BCN,,0,,0266_0001,1
266,26600273-DISSABTES,266000010016,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010034,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010035,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010036,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010037,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010038,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010039,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010040,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010041,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010042,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010043,TEIA-BCN,,0,,0266_0001,1
266,26600273-FEINERS,266000010044,TEIA-BCN,,0,,0266_0001,1
266,26600273-FEINERS,266000010045,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010046,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010047,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010048,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010049,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010050,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010051,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010052,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010053,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010054,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010055,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010056,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010057,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010058,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010059,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010060,TEIA-BCN,,0,,0266_0001,1
266,26600434-FEINERS,266000010062,TEIA-BCN,,0,,0266_0001,1
335,33500373-FEINERS,335000050009,806 CABRILS-VD-BCN,,0,,0335_0005,1
335,33500373-FEINERS,335000050008,806 CABRILS-VD-BCN,,0,,0335_0005,1
335,33500373-FEINERS,335000050007,806 CABRILS-VD-BCN,,0,,0335_0005,1
335,33500373-FEINERS,335000050006,806 CABRILS-VD-BCN,,0,,0335_0005,1
335,33500373-FEINERS,335000050005,806 CABRILS-VD-BCN,,0,,0335_0005,1
335,33500373-FEINERS,335000050003,806 CABRILS-VD-BCN,,0,,0335_0005,1
335,33500373-FEINERS,335000050002,806 CABRILS-VD-BCN,,0,,0335_0005,1
335,33500373-FEINERS,335000050001,806 CABRILS-VD-BCN,,0,,0335_0005,1
335,33500373-FEINERS,335000070001,806 	BCN-V.DALT-CABR,,1,,0335_0007,1
335,33500888-FEINERS,335000070002,806 	BCN-V.DALT-CABR,,1,,0335_0007,1
335,33500373-FEINERS,335000070003,806 	BCN-V.DALT-CABR,,1,,0335_0007,1
335,33500373-FEINERS,335000070004,806 	BCN-V.DALT-CABR,,1,,0335_0007,1
335,33500373-FEINERS,335000070005,806 	BCN-V.DALT-CABR,,1,,0335_0007,1
335,33500373-FEINERS,335000070006,806 	BCN-V.DALT-CABR,,1,,0335_0007,1
335,33500373-FEINERS,335000070007,806 	BCN-V.DALT-CABR,,1,,0335_0007,1
