trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled,timepoint
1909_0182,22:33:00,22:33:10,2110,3,1158.672,1
1909_0182,22:34:30,22:34:40,2109,4,1616.603,1
1909_0182,22:36:30,22:36:30,2108,5,2003.773,1
1909_0183,22:42:00,22:42:00,2108,1,0.0,1
1909_0183,22:45:00,22:45:10,2009,2,392.911,1
1909_0183,22:46:30,22:46:40,2010,3,850.13,1
1909_0183,22:48:00,22:48:10,2029,4,1336.069,1
1909_0183,22:49:00,22:49:00,2030,5,2008.983,1
1909_0184,23:00:00,23:00:00,2030,1,0.0,1
1909_0184,23:01:30,23:01:40,2129,2,673.126,1
1909_0184,23:03:00,23:03:10,2110,3,1158.672,1
1909_0184,23:04:30,23:04:40,2109,4,1616.603,1
1909_0184,23:06:30,23:06:30,2108,5,2003.773,1
1909_0185,23:12:00,23:12:00,2108,1,0.0,1
1909_0185,23:15:00,23:15:10,2009,2,392.911,1
1909_0185,23:16:30,23:16:40,2010,3,850.13,1
1909_0185,23:18:00,23:18:10,2029,4,1336.069,1
1909_0185,23:19:00,23:19:00,2030,5,2008.983,1
1909_0186,23:30:00,23:30:00,2030,1,0.0,1
1909_0186,23:31:30,23:31:40,2129,2,673.126,1
1909_0186,23:33:00,23:33:10,2110,3,1158.672,1
1909_0186,23:34:30,23:34:40,2109,4,1616.603,1
1909_0186,23:36:30,23:36:30,2108,5,2003.773,1
1909_0187,23:42:00,23:42:00,2108,1,0.0,1
1909_0187,23:45:00,23:45:10,2009,2,392.911,1
1909_0187,23:46:30,23:46:40,2010,3,850.13,1
1909_0187,23:48:00,23:48:10,2029,4,1336.069,1
1909_0187,23:49:00,23:49:00,2030,5,2008.983,1
1909_0188,24:00:00,24:00:00,2030,1,0.0,1
1909_0188,24:01:30,24:01:40,2129,2,673.126,1
1909_0188,24:03:00,24:03:10,2110,3,1158.672,1
1909_0188,24:04:30,24:04:40,2109,4,1616.603,1
1909_0188,24:06:30,24:06:30,2108,5,2003.773,1
1909_0189,24:12:00,24:12:00,2108,1,0.0,1
1909_0189,24:15:00,24:15:10,2009,2,392.911,1
1909_0189,24:16:30,24:16:40,2010,3,850.13,1
1909_0189,24:18:00,24:18:10,2029,4,1336.069,1
1909_0189,24:19:00,24:19:00,2030,5,2008.983,1
1909_0190,24:30:00,24:30:00,2030,1,0.0,1
1909_0190,24:31:30,24:31:40,2129,2,673.126,1
1909_0190,24:33:00,24:33:10,2110,3,1158.672,1
1909_0190,24:34:30,24:34:40,2109,4,1616.603,1
1909_0190,24:36:30,24:36:30,2108,5,2003.773,1
1909_0191,24:42:00,24:42:00,2108,1,0.0,1
1909_0191,24:45:00,24:45:10,2009,2,392.911,1
1909_0191,24:46:30,24:46:40,2010,3,850.13,1
1909_0191,24:48:00,24:48:10,2029,4,1336.069,1
1909_0191,24:49:00,24:49:00,2030,5,2008.983,1
1909_0192,25:00:00,25:00:00,2030,1,0.0,1
1909_0192,25:01:30,25:01:40,2129,2,673.126,1
1909_0192,25:03:00,25:03:10,2110,3,1158.672,1
1909_0192,25:04:30,25:04:40,2109,4,1616.603,1
1909_0192,25:06:30,25:06:30,2108,5,2003.773,1
1909_0193,25:12:00,25:12:00,2108,1,0.0,1
1909_0193,25:15:00,25:15:10,2009,2,392.911,1
1909_0193,25:16:30,25:16:40,2010,3,850.13,1
1909_0193,25:18:00,25:18:10,2029,4,1336.069,1
1909_0193,25:19:00,25:19:00,2030,5,2008.983,1
1909_0194,25:30:00,25:30:00,2030,1,0.0,1
1909_0194,25:31:30,25:31:40,2129,2,673.126,1
1909_0194,25:33:00,25:33:10,2110,3,1158.672,1
1909_0194,25:34:30,25:34:40,2109,4,1616.603,1
1909_0194,25:36:30,25:36:30,2108,5,2003.773,1
1909_0195,25:42:00,25:42:00,2108,1,0.0,1
1909_0195,25:45:00,25:45:10,2009,2,392.911,1
1909_0195,25:46:30,25:46:40,2010,3,850.13,1
1909_0195,25:48:00,25:48:10,2029,4,1336.069,1
1909_0195,25:49:00,25:49:00,2030,5,2008.983,1
1909_0196,25:55:00,25:55:00,2030,1,0.0,1
1909_0196,25:56:30,25:56:40,2129,2,673.126,1
1909_0196,25:58:00,25:58:10,2110,3,1158.672,1
1909_0196,25:59:30,25:59:40,2109,4,1616.603,1
1909_0196,26:01:30,26:01:30,2108,5,2003.773,1
1909_0197,26:06:00,26:06:00,2108,1,0.0,1
1909_0197,26:09:00,26:09:10,2009,2,392.911,1
1909_0197,26:10:30,26:10:40,2010,3,850.13,1
1909_0197,26:12:00,26:12:10,2029,4,1336.069,1
1909_0197,26:13:00,26:13:00,2030,5,2008.983,1
1909_0200,05:00:00,05:00:00,2125,1,0.0,1
1909_0200,05:01:00,05:01:10,2026,2,592.947,1
1909_0200,05:03:30,05:03:40,2027,3,1257.009,1
1909_0200,05:05:00,05:05:10,2028,4,1728.381,1
1909_0200,05:07:00,05:07:10,2013,5,2236.943,1
1909_0200,05:09:00,05:09:10,2014,6,2898.022,1
1909_0200,05:11:00,05:11:10,2016,7,3405.137,1
1909_0200,05:13:00,05:13:10,2017,8,4040.885,1
1909_0200,05:15:00,05:15:00,2019,9,4770.949,1
1909_0201,05:28:30,05:28:30,2019,1,0.0,1
1909_0201,05:30:30,05:30:40,2117,2,730.075,1
1909_0201,05:32:00,05:32:10,2116,3,1365.812,1
1909_0201,05:34:00,05:34:10,2114,4,1883.886,1
1909_0201,05:36:00,05:36:10,2113,5,2526.761,1
1909_0201,05:37:30,05:37:40,2128,6,3034.03,1
1909_0201,05:39:00,05:39:10,2127,7,3498.752,1
1909_0201,05:41:30,05:41:40,2126,8,4189.862,1
1909_0201,05:43:00,05:43:00,2125,9,4761.682,1
1909_0202,05:59:30,05:59:30,2125,1,0.0,1
1909_0202,06:00:30,06:00:40,2026,2,592.947,1
1909_0202,06:03:00,06:03:10,2027,3,1257.009,1
1909_0202,06:04:30,06:04:40,2028,4,1728.381,1
1909_0202,06:06:30,06:06:40,2013,5,2236.943,1
1909_0202,06:08:30,06:08:40,2014,6,2898.022,1
1909_0202,06:10:30,06:10:40,2016,7,3405.137,1
1909_0202,06:12:30,06:12:40,2017,8,4040.885,1
1909_0202,06:14:30,06:14:30,2019,9,4770.949,1
1909_0203,06:29:15,06:29:15,2019,1,0.0,1
1909_0203,06:31:15,06:31:25,2117,2,730.075,1
1909_0203,06:32:45,06:32:55,2116,3,1365.812,1
1909_0203,06:34:45,06:34:55,2114,4,1883.886,1
1909_0203,06:36:45,06:36:55,2113,5,2526.761,1
1909_0203,06:38:15,06:38:25,2128,6,3034.03,1
1909_0203,06:39:45,06:39:55,2127,7,3498.752,1
1909_0203,06:42:15,06:42:25,2126,8,4189.862,1
1909_0203,06:43:45,06:43:45,2125,9,4761.682,1
1909_0204,06:50:00,06:50:00,2125,1,0.0,1
1909_0204,06:51:00,06:51:10,2026,2,592.947,1
1909_0204,06:53:30,06:53:40,2027,3,1257.009,1
1909_0204,06:55:00,06:55:10,2028,4,1728.381,1
1909_0204,06:57:00,06:57:10,2013,5,2236.943,1
1909_0204,06:59:00,06:59:10,2014,6,2898.022,1
1909_0204,07:01:00,07:01:10,2016,7,3405.137,1
1909_0204,07:03:00,07:03:10,2017,8,4040.885,1
1909_0204,07:05:00,07:05:00,2019,9,4770.949,1
1909_0205,07:15:30,07:15:30,2019,1,0.0,1
1909_0205,07:17:30,07:17:40,2117,2,730.075,1
1909_0205,07:19:00,07:19:10,2116,3,1365.812,1
1909_0205,07:21:00,07:21:10,2114,4,1883.886,1
1909_0205,07:23:00,07:23:10,2113,5,2526.761,1
1909_0205,07:24:30,07:24:40,2128,6,3034.03,1
1909_0205,07:26:00,07:26:10,2127,7,3498.752,1
1909_0205,07:28:30,07:28:40,2126,8,4189.862,1
1909_0205,07:30:00,07:30:00,2125,9,4761.682,1
1909_0206,07:35:00,07:35:00,2125,1,0.0,1
1909_0206,07:36:00,07:36:10,2026,2,592.947,1
1909_0206,07:38:30,07:38:40,2027,3,1257.009,1
1909_0206,07:40:00,07:40:10,2028,4,1728.381,1
1909_0206,07:42:30,07:42:40,2111,5,2105.376,1
1909_0206,07:45:00,07:45:10,2029,6,2777.129,1
1909_0206,07:47:00,07:47:00,2130,7,3449.903,1
1909_0207,08:01:00,08:01:00,2130,1,0.0,1
1909_0207,08:02:30,08:02:40,2129,2,672.418,1
1909_0207,08:05:00,08:05:10,2011,3,1328.24,1
1909_0207,08:07:00,08:07:10,2128,4,1716.92,1
1909_0207,08:08:30,08:08:40,2127,5,2181.642,1
1909_0207,08:11:00,08:11:10,2126,6,2872.752,1
1909_0207,08:12:30,08:12:30,2125,7,3444.572,1
1909_0208,08:18:00,08:18:00,2125,1,0.0,1
1909_0208,08:19:00,08:19:10,2026,2,592.947,1
1909_0208,08:21:30,08:21:40,2027,3,1257.009,1
1909_0208,08:23:00,08:23:10,2028,4,1728.381,1
1909_0208,08:25:00,08:25:10,2013,5,2236.943,1
1909_0208,08:27:00,08:27:10,2014,6,2898.022,1
1909_0208,08:29:00,08:29:10,2016,7,3405.137,1
1909_0208,08:31:00,08:31:10,2017,8,4040.885,1
1909_0208,08:33:00,08:33:00,2019,9,4770.949,1
1909_0209,08:42:00,08:42:00,2019,1,0.0,1
1909_0209,08:44:00,08:44:10,2117,2,730.075,1
1909_0209,08:45:30,08:45:40,2116,3,1365.812,1
1909_0209,08:47:30,08:47:40,2114,4,1883.886,1
1909_0209,08:49:30,08:49:40,2113,5,2526.761,1
1909_0209,08:51:00,08:51:10,2128,6,3034.03,1
1909_0209,08:52:30,08:52:40,2127,7,3498.752,1
1909_0209,08:55:00,08:55:10,2126,8,4189.862,1
1909_0209,08:56:30,08:56:30,2125,9,4761.682,1
1909_0210,09:03:00,09:03:00,2125,1,0.0,1
1909_0210,09:04:00,09:04:10,2026,2,592.947,1
1909_0210,09:06:30,09:06:40,2027,3,1257.009,1
1909_0210,09:08:00,09:08:10,2028,4,1728.381,1
1909_0210,09:10:30,09:10:40,2111,5,2105.376,1
1909_0210,09:13:00,09:13:10,2029,6,2777.129,1
1909_0210,09:15:00,09:15:00,2130,7,3449.903,1
1909_0211,09:32:00,09:32:00,2130,1,0.0,1
1909_0211,09:33:30,09:33:40,2129,2,672.418,1
1909_0211,09:36:00,09:36:10,2011,3,1328.24,1
1909_0211,09:38:00,09:38:10,2128,4,1716.92,1
1909_0211,09:39:30,09:39:40,2127,5,2181.642,1
1909_0211,09:42:00,09:42:10,2126,6,2872.752,1
1909_0211,09:43:30,09:43:30,2125,7,3444.572,1
1909_0212,09:50:05,09:50:05,2125,1,0.0,1
1909_0212,09:51:05,09:51:15,2026,2,592.947,1
1909_0212,09:53:35,09:53:45,2027,3,1257.009,1
1909_0212,09:55:05,09:55:15,2028,4,1728.381,1
1909_0212,09:57:05,09:57:15,2013,5,2236.943,1
1909_0212,09:59:05,09:59:15,2014,6,2898.022,1
1909_0212,10:01:05,10:01:15,2016,7,3405.137,1
1909_0212,10:03:05,10:03:15,2017,8,4040.885,1
1909_0212,10:05:05,10:05:05,2019,9,4770.949,1
1909_0213,10:15:30,10:15:30,2019,1,0.0,1
1909_0213,10:17:30,10:17:40,2117,2,730.075,1
1909_0213,10:19:00,10:19:10,2116,3,1365.812,1
1909_0213,10:21:00,10:21:10,2114,4,1883.886,1
1909_0213,10:23:00,10:23:10,2113,5,2526.761,1
1909_0213,10:24:30,10:24:40,2128,6,3034.03,1
1909_0213,10:26:00,10:26:10,2127,7,3498.752,1
1909_0213,10:28:30,10:28:40,2126,8,4189.862,1
1909_0213,10:30:00,10:30:00,2125,9,4761.682,1
1909_0214,10:35:00,10:35:00,2125,1,0.0,1
1909_0214,10:36:00,10:36:10,2026,2,592.947,1
1909_0214,10:38:30,10:38:40,2027,3,1257.009,1
1909_0214,10:40:00,10:40:10,2028,4,1728.381,1
1909_0214,10:42:30,10:42:40,2111,5,2105.376,1
1909_0214,10:45:00,10:45:10,2029,6,2777.129,1
1909_0214,10:47:00,10:47:00,2130,7,3449.903,1
1909_0215,11:02:00,11:02:00,2130,1,0.0,1
1909_0215,11:03:30,11:03:40,2129,2,672.418,1
1909_0215,11:06:00,11:06:10,2011,3,1328.24,1
1909_0215,11:08:00,11:08:10,2128,4,1716.92,1
1909_0215,11:09:30,11:09:40,2127,5,2181.642,1
1909_0215,11:12:00,11:12:10,2126,6,2872.752,1
1909_0215,11:13:30,11:13:30,2125,7,3444.572,1
1909_0216,11:20:05,11:20:05,2125,1,0.0,1
1909_0216,11:21:05,11:21:15,2026,2,592.947,1
1909_0216,11:23:35,11:23:45,2027,3,1257.009,1
1909_0216,11:25:05,11:25:15,2028,4,1728.381,1
1909_0216,11:27:05,11:27:15,2013,5,2236.943,1
1909_0216,11:29:05,11:29:15,2014,6,2898.022,1
1909_0216,11:31:05,11:31:15,2016,7,3405.137,1
1909_0216,11:33:05,11:33:15,2017,8,4040.885,1
1909_0216,11:35:05,11:35:05,2019,9,4770.949,1
1909_0217,11:45:30,11:45:30,2019,1,0.0,1
1909_0217,11:47:30,11:47:40,2117,2,730.075,1
1909_0217,11:49:00,11:49:10,2116,3,1365.812,1
1909_0217,11:51:00,11:51:10,2114,4,1883.886,1
1909_0217,11:53:00,11:53:10,2113,5,2526.761,1
1909_0217,11:54:30,11:54:40,2128,6,3034.03,1
1909_0217,11:56:00,11:56:10,2127,7,3498.752,1
1909_0217,11:58:30,11:58:40,2126,8,4189.862,1
1909_0217,12:00:00,12:00:00,2125,9,4761.682,1
1909_0218,12:05:00,12:05:00,2125,1,0.0,1
1909_0218,12:06:00,12:06:10,2026,2,592.947,1
1909_0218,12:08:30,12:08:40,2027,3,1257.009,1
1909_0218,12:10:00,12:10:10,2028,4,1728.381,1
1909_0218,12:12:30,12:12:40,2111,5,2105.376,1
1909_0218,12:15:00,12:15:10,2029,6,2777.129,1
1909_0218,12:17:00,12:17:00,2130,7,3449.903,1
1909_0219,12:32:00,12:32:00,2130,1,0.0,1
1909_0219,12:33:30,12:33:40,2129,2,672.418,1
1909_0219,12:36:00,12:36:10,2011,3,1328.24,1
1909_0219,12:38:00,12:38:10,2128,4,1716.92,1
1909_0219,12:39:30,12:39:40,2127,5,2181.642,1
1909_0219,12:42:00,12:42:10,2126,6,2872.752,1
1909_0219,12:43:30,12:43:30,2125,7,3444.572,1
1909_0220,12:50:05,12:50:05,2125,1,0.0,1
1909_0220,12:51:05,12:51:15,2026,2,592.947,1
1909_0220,12:53:35,12:53:45,2027,3,1257.009,1
1909_0220,12:55:05,12:55:15,2028,4,1728.381,1
1909_0220,12:57:05,12:57:15,2013,5,2236.943,1
1909_0220,12:59:05,12:59:15,2014,6,2898.022,1
1909_0220,13:01:05,13:01:15,2016,7,3405.137,1
1909_0220,13:03:05,13:03:15,2017,8,4040.885,1
1909_0220,13:05:05,13:05:05,2019,9,4770.949,1
1909_0221,13:15:30,13:15:30,2019,1,0.0,1
1909_0221,13:17:30,13:17:40,2117,2,730.075,1
1909_0221,13:19:00,13:19:10,2116,3,1365.812,1
1909_0221,13:21:00,13:21:10,2114,4,1883.886,1
1909_0221,13:23:00,13:23:10,2113,5,2526.761,1
1909_0221,13:24:30,13:24:40,2128,6,3034.03,1
1909_0221,13:26:00,13:26:10,2127,7,3498.752,1
1909_0221,13:28:30,13:28:40,2126,8,4189.862,1
1909_0221,13:30:00,13:30:00,2125,9,4761.682,1
1909_0222,13:35:00,13:35:00,2125,1,0.0,1
1909_0222,13:36:00,13:36:10,2026,2,592.947,1
1909_0222,13:38:30,13:38:40,2027,3,1257.009,1
1909_0222,13:40:00,13:40:10,2028,4,1728.381,1
1909_0222,13:42:30,13:42:40,2111,5,2105.376,1
1909_0222,13:45:00,13:45:10,2029,6,2777.129,1
1909_0222,13:47:00,13:47:00,2130,7,3449.903,1
1909_0223,14:02:00,14:02:00,2130,1,0.0,1
1909_0223,14:03:30,14:03:40,2129,2,672.418,1
1909_0223,14:06:00,14:06:10,2011,3,1328.24,1
1909_0223,14:08:00,14:08:10,2128,4,1716.92,1
1909_0223,14:09:30,14:09:40,2127,5,2181.642,1
1909_0223,14:12:00,14:12:10,2126,6,2872.752,1
1909_0223,14:13:30,14:13:30,2125,7,3444.572,1
1909_0224,14:20:05,14:20:05,2125,1,0.0,1
1909_0224,14:21:05,14:21:15,2026,2,592.947,1
1909_0224,14:23:35,14:23:45,2027,3,1257.009,1
1909_0224,14:25:05,14:25:15,2028,4,1728.381,1
1909_0224,14:27:05,14:27:15,2013,5,2236.943,1
1909_0224,14:29:05,14:29:15,2014,6,2898.022,1
1909_0224,14:31:05,14:31:15,2016,7,3405.137,1
1909_0224,14:33:05,14:33:15,2017,8,4040.885,1
1909_0224,14:35:05,14:35:05,2019,9,4770.949,1
1909_0225,14:45:30,14:45:30,2019,1,0.0,1
1909_0225,14:47:30,14:47:40,2117,2,730.075,1
1909_0225,14:49:00,14:49:10,2116,3,1365.812,1
1909_0225,14:51:00,14:51:10,2114,4,1883.886,1
1909_0225,14:53:00,14:53:10,2113,5,2526.761,1
1909_0225,14:54:30,14:54:40,2128,6,3034.03,1
1909_0225,14:56:00,14:56:10,2127,7,3498.752,1
1909_0225,14:58:30,14:58:40,2126,8,4189.862,1
1909_0225,15:00:00,15:00:00,2125,9,4761.682,1
1909_0226,15:05:00,15:05:00,2125,1,0.0,1
1909_0226,15:06:00,15:06:10,2026,2,592.947,1
1909_0226,15:08:30,15:08:40,2027,3,1257.009,1
1909_0226,15:10:00,15:10:10,2028,4,1728.381,1
1909_0226,15:12:30,15:12:40,2111,5,2105.376,1
1909_0226,15:15:00,15:15:10,2029,6,2777.129,1
1909_0226,15:17:00,15:17:00,2130,7,3449.903,1
1909_0227,15:32:00,15:32:00,2130,1,0.0,1
1909_0227,15:33:30,15:33:40,2129,2,672.418,1
1909_0227,15:36:00,15:36:10,2011,3,1328.24,1
1909_0227,15:38:00,15:38:10,2128,4,1716.92,1
1909_0227,15:39:30,15:39:40,2127,5,2181.642,1
1909_0227,15:42:00,15:42:10,2126,6,2872.752,1
1909_0227,15:43:30,15:43:30,2125,7,3444.572,1
1909_0228,15:50:05,15:50:05,2125,1,0.0,1
1909_0228,15:51:05,15:51:15,2026,2,592.947,1
1909_0228,15:53:35,15:53:45,2027,3,1257.009,1
1909_0228,15:55:05,15:55:15,2028,4,1728.381,1
1909_0228,15:57:05,15:57:15,2013,5,2236.943,1
1909_0228,15:59:05,15:59:15,2014,6,2898.022,1
1909_0228,16:01:05,16:01:15,2016,7,3405.137,1
1909_0228,16:03:05,16:03:15,2017,8,4040.885,1
1909_0228,16:05:05,16:05:05,2019,9,4770.949,1
1909_0229,16:15:30,16:15:30,2019,1,0.0,1
1909_0229,16:17:30,16:17:40,2117,2,730.075,1
1909_0229,16:19:00,16:19:10,2116,3,1365.812,1
1909_0229,16:21:00,16:21:10,2114,4,1883.886,1
1909_0229,16:23:00,16:23:10,2113,5,2526.761,1
1909_0229,16:24:30,16:24:40,2128,6,3034.03,1
1909_0229,16:26:00,16:26:10,2127,7,3498.752,1
1909_0229,16:28:30,16:28:40,2126,8,4189.862,1
1909_0229,16:30:00,16:30:00,2125,9,4761.682,1
1909_0230,16:35:00,16:35:00,2125,1,0.0,1
1909_0230,16:36:00,16:36:10,2026,2,592.947,1
1909_0230,16:38:30,16:38:40,2027,3,1257.009,1
1909_0230,16:40:00,16:40:10,2028,4,1728.381,1
1909_0230,16:42:30,16:42:40,2111,5,2105.376,1
1909_0230,16:45:00,16:45:10,2029,6,2777.129,1
1909_0230,16:47:00,16:47:00,2130,7,3449.903,1
1909_0231,17:02:00,17:02:00,2130,1,0.0,1
1909_0231,17:03:30,17:03:40,2129,2,672.418,1
1909_0231,17:06:00,17:06:10,2011,3,1328.24,1
1909_0231,17:08:00,17:08:10,2128,4,1716.92,1
1909_0231,17:09:30,17:09:40,2127,5,2181.642,1
1909_0231,17:12:00,17:12:10,2126,6,2872.752,1
1909_0231,17:13:30,17:13:30,2125,7,3444.572,1
1909_0232,17:20:05,17:20:05,2125,1,0.0,1
1909_0232,17:21:05,17:21:15,2026,2,592.947,1
1909_0232,17:23:35,17:23:45,2027,3,1257.009,1
1909_0232,17:25:05,17:25:15,2028,4,1728.381,1
1909_0232,17:27:05,17:27:15,2013,5,2236.943,1
1909_0232,17:29:05,17:29:15,2014,6,2898.022,1
1909_0232,17:31:05,17:31:15,2016,7,3405.137,1
1909_0232,17:33:05,17:33:15,2017,8,4040.885,1
1909_0232,17:35:05,17:35:05,2019,9,4770.949,1
1909_0233,17:45:30,17:45:30,2019,1,0.0,1
1909_0233,17:47:30,17:47:40,2117,2,730.075,1
1909_0233,17:49:00,17:49:10,2116,3,1365.812,1
1909_0233,17:51:00,17:51:10,2114,4,1883.886,1
1909_0233,17:53:00,17:53:10,2113,5,2526.761,1
1909_0233,17:54:30,17:54:40,2128,6,3034.03,1
1909_0233,17:56:00,17:56:10,2127,7,3498.752,1
1909_0233,17:58:30,17:58:40,2126,8,4189.862,1
1909_0233,18:00:00,18:00:00,2125,9,4761.682,1
1909_0234,18:05:00,18:05:00,2125,1,0.0,1
1909_0234,18:06:00,18:06:10,2026,2,592.947,1
1909_0234,18:08:30,18:08:40,2027,3,1257.009,1
1909_0234,18:10:00,18:10:10,2028,4,1728.381,1
1909_0234,18:12:30,18:12:40,2111,5,2105.376,1
1909_0234,18:15:00,18:15:10,2029,6,2777.129,1
1909_0234,18:17:00,18:17:00,2130,7,3449.903,1
1909_0235,18:32:00,18:32:00,2130,1,0.0,1
1909_0235,18:33:30,18:33:40,2129,2,672.418,1
1909_0235,18:36:00,18:36:10,2011,3,1328.24,1
1909_0235,18:38:00,18:38:10,2128,4,1716.92,1
1909_0235,18:39:30,18:39:40,2127,5,2181.642,1
1909_0235,18:42:00,18:42:10,2126,6,2872.752,1
1909_0235,18:43:30,18:43:30,2125,7,3444.572,1
1909_0236,18:50:05,18:50:05,2125,1,0.0,1
1909_0236,18:51:05,18:51:15,2026,2,592.947,1
1909_0236,18:53:35,18:53:45,2027,3,1257.009,1
1909_0236,18:55:05,18:55:15,2028,4,1728.381,1
1909_0236,18:57:05,18:57:15,2013,5,2236.943,1
1909_0236,18:59:05,18:59:15,2014,6,2898.022,1
1909_0236,19:01:05,19:01:15,2016,7,3405.137,1
1909_0236,19:03:05,19:03:15,2017,8,4040.885,1
1909_0236,19:05:05,19:05:05,2019,9,4770.949,1
1909_0237,19:15:30,19:15:30,2019,1,0.0,1
1909_0237,19:17:30,19:17:40,2117,2,730.075,1
1909_0237,19:19:00,19:19:10,2116,3,1365.812,1
1909_0237,19:21:00,19:21:10,2114,4,1883.886,1
1909_0237,19:23:00,19:23:10,2113,5,2526.761,1
1909_0237,19:24:30,19:24:40,2128,6,3034.03,1
1909_0237,19:26:00,19:26:10,2127,7,3498.752,1
1909_0237,19:28:30,19:28:40,2126,8,4189.862,1
1909_0237,19:30:00,19:30:00,2125,9,4761.682,1
1909_0238,19:35:00,19:35:00,2125,1,0.0,1
1909_0238,19:36:00,19:36:10,2026,2,592.947,1
1909_0238,19:38:30,19:38:40,2027,3,1257.009,1
1909_0238,19:40:00,19:40:10,2028,4,1728.381,1
1909_0238,19:42:30,19:42:40,2111,5,2105.376,1
1909_0238,19:45:00,19:45:10,2029,6,2777.129,1
1909_0238,19:47:00,19:47:00,2130,7,3449.903,1
1909_0239,20:02:00,20:02:00,2130,1,0.0,1
1909_0239,20:03:30,20:03:40,2129,2,672.418,1
1909_0239,20:06:00,20:06:10,2011,3,1328.24,1
1909_0239,20:08:00,20:08:10,2128,4,1716.92,1
1909_0239,20:09:30,20:09:40,2127,5,2181.642,1
1909_0239,20:12:00,20:12:10,2126,6,2872.752,1
1909_0239,20:13:30,20:13:30,2125,7,3444.572,1
1909_0240,20:20:05,20:20:05,2125,1,0.0,1
1909_0240,20:21:05,20:21:15,2026,2,592.947,1
1909_0240,20:23:35,20:23:45,2027,3,1257.009,1
1909_0240,20:25:05,20:25:15,2028,4,1728.381,1
1909_0240,20:27:05,20:27:15,2013,5,2236.943,1
1909_0240,20:29:05,20:29:15,2014,6,2898.022,1
1909_0240,20:31:05,20:31:15,2016,7,3405.137,1
1909_0240,20:33:05,20:33:15,2017,8,4040.885,1
1909_0240,20:35:05,20:35:05,2019,9,4770.949,1
1909_0241,20:45:30,20:45:30,2019,1,0.0,1
1909_0241,20:47:30,20:47:40,2117,2,730.075,1
1909_0241,20:49:00,20:49:10,2116,3,1365.812,1
1909_0241,20:51:00,20:51:10,2114,4,1883.886,1
1909_0241,20:53:00,20:53:10,2113,5,2526.761,1
1909_0241,20:54:30,20:54:40,2128,6,3034.03,1
1909_0241,20:56:00,20:56:10,2127,7,3498.752,1
1909_0241,20:58:30,20:58:40,2126,8,4189.862,1
1909_0241,21:00:00,21:00:00,2125,9,4761.682,1
1909_0242,21:05:00,21:05:00,2125,1,0.0,1
1909_0242,21:06:00,21:06:10,2026,2,592.947,1
1909_0242,21:08:30,21:08:40,2027,3,1257.009,1
1909_0242,21:10:00,21:10:10,2028,4,1728.381,1
1909_0242,21:12:30,21:12:40,2111,5,2105.376,1
1909_0242,21:15:00,21:15:10,2029,6,2777.129,1
1909_0242,21:17:00,21:17:00,2130,7,3449.903,1
1909_0243,21:31:45,21:31:45,2130,1,0.0,1
1909_0243,21:33:15,21:33:25,2129,2,672.418,1
1909_0243,21:35:45,21:35:55,2011,3,1328.24,1
1909_0243,21:37:45,21:37:55,2128,4,1716.92,1
1909_0243,21:39:15,21:39:25,2127,5,2181.642,1
1909_0243,21:41:45,21:41:55,2126,6,2872.752,1
1909_0243,21:43:15,21:43:15,2125,7,3444.572,1
1909_0244,21:50:00,21:50:00,2125,1,0.0,1
1909_0244,21:51:00,21:51:10,2026,2,592.947,1
1909_0244,21:53:30,21:53:40,2027,3,1257.009,1
1909_0244,21:55:00,21:55:10,2028,4,1728.381,1
1909_0244,21:57:00,21:57:10,2013,5,2236.943,1
1909_0244,21:59:00,21:59:10,2014,6,2898.022,1
1909_0244,22:01:00,22:01:10,2016,7,3405.137,1
1909_0244,22:03:00,22:03:10,2017,8,4040.885,1
1909_0244,22:05:00,22:05:00,2019,9,4770.949,1
1909_0245,22:15:30,22:15:30,2019,1,0.0,1
1909_0245,22:17:30,22:17:40,2117,2,730.075,1
1909_0245,22:19:00,22:19:10,2116,3,1365.812,1
1909_0245,22:21:00,22:21:10,2114,4,1883.886,1
1909_0245,22:23:00,22:23:10,2113,5,2526.761,1
1909_0245,22:24:30,22:24:40,2128,6,3034.03,1
1909_0245,22:26:00,22:26:10,2127,7,3498.752,1
1909_0245,22:28:30,22:28:40,2126,8,4189.862,1
1909_0245,22:30:00,22:30:00,2125,9,4761.682,1
1909_0246,22:40:00,22:40:00,2125,1,0.0,1
1909_0246,22:41:00,22:41:10,2026,2,592.947,1
1909_0246,22:43:30,22:43:40,2027,3,1257.009,1
1909_0246,22:45:00,22:45:10,2028,4,1728.381,1
1909_0246,22:47:00,22:47:10,2013,5,2236.943,1
1909_0246,22:49:00,22:49:10,2014,6,2898.022,1
1909_0246,22:51:00,22:51:10,2016,7,3405.137,1
1909_0246,22:53:00,22:53:10,2017,8,4040.885,1
1909_0246,22:55:00,22:55:00,2019,9,4770.949,1
1909_0247,23:15:30,23:15:30,2019,1,0.0,1
1909_0247,23:17:30,23:17:40,2117,2,730.075,1
1909_0247,23:19:00,23:19:10,2116,3,1365.812,1
1909_0247,23:21:00,23:21:10,2114,4,1883.886,1
1909_0247,23:23:00,23:23:10,2113,5,2526.761,1
1909_0247,23:24:30,23:24:40,2128,6,3034.03,1
1909_0247,23:26:00,23:26:10,2127,7,3498.752,1
1909_0247,23:28:30,23:28:40,2126,8,4189.862,1
